Q2,Q98,Q99,Q100,Q101,Q107,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q105_1,Q105_2,Q105_3,Q105_4,Q105_5,Q106_1,Q106_2,Q106_3,Q106_4,Q106_5,Q37,Q38,Q39,Q40,Q41,Q42,Q102,Q43,Q44,Q45,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56
882cde6e-d162-5a57-8674-99efa4980747,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,82,50,50,14,100,51,100,100,100,1,4,3,3,3,1,4,3,4,4,4,1,4,2,4,3,1,4,2,4,2,3,1,4,3,1,4,4,4,2,5,2,4,3,3,4,3,3,2,2,2,,1,1,7,2,3,11,2,1,2,6,2,,2,,4,1
b95e6f7b-4cfc-7f98-d129-041aca85410f,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,9,53,54,32,99,24,81,2,100,1,3,4,4,3,1,3,2,3,1,3,4,3,3,2,3,3,3,3,3,4,2,3,3,3,3,3,3,2,4,3,3,1,4,2,3,4,3,1,2,2,,1,4,1,2,1,24,1,5,3,4,3,,,,2,1
170dae91-bd85-eb7d-2f51-2e5211e04965,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,51,0,39,0,80,50,100,91,50,1,3,1,1,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,5,1,3,3,3,3,3,3,3,3,3,1,3,3,4,1,1,2,2,,1,1,1,2,3,13,2,8,5,4,1,,,2,3,1
1652f1d7-6059-54d2-6e90-b6f88467a21c,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,81,50,50,50,100,50,100,100,100,1,3,3,3,3,1,3,3,3,3,4,3,5,3,5,5,3,4,3,2,3,3,3,3,4,3,4,4,4,2,4,2,4,3,2,3,2,2,1,2,2,,2,,1,2,2,22,1,3,3,4,3,,,,3,1
4e2c9554-2359-b336-7779-e8c10a097e7a,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,61,30,71,54,52,48,45,45,40,1,3,3,2,3,1,3,3,3,3,2,3,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,,1,4,1,1,1,11,1,1,2,3,1,,,1,1,1
5db4b4a5-5a6b-1c46-d3da-dd7b55f898d0,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,100,0,100,10,100,70,100,7,100,1,1,1,1,3,1,1,1,1,1,5,5,5,5,5,5,1,1,5,3,5,4,4,4,2,5,2,1,5,5,5,5,5,1,1,1,1,1,1,2,2,,1,4,1,2,2,50,1,1,5,3,1,,,1,3,1
2f9352ed-dbe2-4eea-8735-8a3f7a402b4d,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,2,3,5,2,2,2,4,4,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,,2,,1,2,1,28,1,1,2,2,3,,,,3,1
6b684920-4c5c-e4f0-7988-5f9bcc6e3a6f,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,33,86,10,69,71,5,49,77,2,1,5,3,3,3,1,2,1,4,2,2,4,2,4,2,2,4,2,2,4,4,4,4,3,4,1,4,4,4,3,2,3,1,4,2,4,2,4,1,2,2,,1,2,1,2,1,36,1,4,5,2,2,,1,,1,1
5292cad6-32e5-2e33-cc8a-72923fc01ca2,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,1,1,1,1,51,1,50,51,1,1,3,1,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,,1,4,1,2,1,26,1,3,5,6,4,3,,,2,1
4d070fa7-c039-03d6-83bb-a791d8eb1ead,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,66,72,56,62,100,59,100,100,100,1,3,3,3,3,1,3,3,5,3,5,2,5,2,5,5,2,5,4,4,2,5,3,4,5,2,5,4,4,3,2,3,3,3,3,3,3,3,1,2,2,,1,4,1,2,1,23,1,6,6,3,4,2,,,3,1
7f0a5176-3794-0a7e-f6c8-c8cb6a81b05e,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,5,54,12,62,36,36,38,0,60,1,3,3,3,3,1,3,3,3,3,3,2,3,3,2,3,3,3,3,3,2,3,4,2,3,4,3,3,4,4,3,4,3,4,3,4,3,3,1,2,2,,1,4,1,2,1,34,1,9,2,3,2,,2,,2,1
0ffee6cc-5204-5ae1-dc56-8d7a562ba79a,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,0,100,0,100,85,100,85,0,89,1,5,5,5,3,1,1,1,5,1,1,5,3,5,2,1,5,2,1,5,1,5,1,5,5,1,5,5,1,5,1,5,1,5,1,5,1,5,1,2,2,,1,2,1,2,1,48,1,1,2,2,2,,1,,3,1
0f9dc119-6f03-4ea5-b1d1-2d845f9fd4a0,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,100,1,83,3,93,3,9,70,60,1,2,3,2,4,1,3,3,3,5,4,1,4,2,5,4,1,5,3,5,3,1,1,1,1,1,1,5,5,1,5,1,5,2,1,1,5,1,1,2,1,,1,1,3,2,2,31,1,6,5,4,1,,,1,2,1
b00b4b02-5f3f-3e6a-00e3-085e68b889ff,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,4,58,28,62,70,9,15,35,82,1,4,3,3,3,1,4,3,3,3,3,2,3,3,4,2,2,4,3,4,2,3,2,4,4,3,4,3,3,4,2,2,2,4,2,4,3,3,1,2,2,,1,2,1,2,1,47,1,1,2,3,1,,,2,4,1
434e4f53-459f-7a3c-03dd-e9fe4a796edd,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,9,59,18,69,60,69,61,20,61,1,4,4,3,3,1,2,4,3,2,1,5,4,5,4,2,2,3,2,4,1,4,2,4,5,1,4,4,5,5,2,3,3,5,2,4,1,4,1,1,1,,1,3,1,1,1,44,1,2,6,2,4,2,,,1,1
5ffdb45a-f61c-f67e-9ad7-19b769aa21aa,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,10,80,9,81,9,49,40,10,10,1,3,3,3,4,1,3,3,4,3,2,3,3,3,1,3,3,3,2,2,3,3,3,3,3,3,4,2,4,5,1,5,1,4,1,4,1,4,1,2,2,,1,2,7,1,1,56,1,1,3,3,3,,,,3,1
745e2fc7-e9ff-306d-3c24-e529291dc9ba,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,0,0,0,1,0,0,52,53,0,1,3,3,3,3,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,1,2,2,2,,2,,1,1,1,50,1,1,2,6,4,3,,,2,1
91a167b0-efad-fefa-81a4-84bde0703c0e,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,6,20,2,29,56,27,58,4,5,1,3,1,3,3,1,3,1,3,3,1,5,1,5,1,1,4,1,1,4,2,3,2,4,4,2,4,3,1,5,1,5,1,5,1,4,2,4,1,2,1,,1,2,1,1,1,49,1,8,5,2,2,,2,,2,1
03038036-95c6-edb6-2137-a68fce680a15,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,0,50,50,0,50,50,50,20,19,1,3,3,3,3,1,3,3,1,3,2,4,3,4,3,2,3,3,3,2,4,3,4,3,2,3,3,3,3,4,3,4,2,2,4,3,4,2,1,2,2,,1,4,1,2,1,31,1,3,2,3,3,,,,3,1
1f051266-3790-4d79-f5e9-88d1e39575dd,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,100,2,100,2,3,42,3,63,63,1,3,3,3,3,1,5,4,4,5,5,1,4,1,5,5,1,5,5,2,4,2,4,2,1,1,1,2,5,1,4,1,4,3,1,2,1,1,1,2,2,,1,1,1,2,1,68,1,1,3,2,1,,,1,1,1
1fe6ddd9-f417-56c8-6c8a-2e7ce30fa0c8,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,50,50,51,11,34,34,26,15,26,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,,2,,7,2,1,43,1,1,4,6,4,3,,,4,1
99748138-cfc8-6149-2d9d-caee924fe228,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,49,45,40,33,50,21,23,11,53,1,3,1,3,3,1,3,1,3,3,4,4,4,4,3,4,3,3,4,1,4,2,4,2,4,4,5,4,4,4,4,3,3,4,4,2,4,2,1,2,2,,1,4,1,2,2,34,1,3,5,2,3,,,,2,1
21b71796-c9ea-3a28-7d6b-caf609320336,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,93,0,82,0,70,0,70,100,0,1,2,2,2,4,1,4,4,2,4,4,2,4,2,4,4,2,4,4,2,4,2,4,2,2,4,3,2,4,1,3,1,3,4,4,2,3,3,1,2,2,,1,1,7,2,1,32,1,9,8,3,1,,,2,3,1
ded190f4-4548-de53-b01d-a207c8e82e7f,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,81,51,81,60,81,50,50,50,50,1,2,3,3,3,1,3,2,3,3,4,1,4,1,4,3,1,4,3,3,1,4,1,4,4,1,4,3,4,1,4,1,3,3,3,3,3,3,2,2,2,,2,,7,2,2,10,1,1,4,3,3,,,,2,1
ad6ec140-ecdf-c711-6d29-0a31c25a85ed,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,34,43,48,42,37,50,58,50,40,1,4,4,4,4,1,4,4,4,4,3,3,3,4,4,3,4,3,4,3,4,4,4,3,3,3,3,4,3,4,3,4,3,3,4,3,4,3,1,2,2,,1,1,1,1,1,16,1,3,5,4,1,,,2,1,1
110fc9bf-d751-14d8-4afd-088ceed8209c,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,5,95,41,50,30,30,17,21,4,1,4,1,3,3,1,3,1,5,2,1,2,2,5,3,3,4,3,2,4,2,4,4,4,3,3,4,4,4,2,2,3,3,4,3,3,2,3,2,2,2,,1,2,1,2,1,14,1,1,5,2,2,,1,,2,1
8a810a40-b979-b788-eb7b-a47eba929600,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,4,65,12,58,78,35,71,7,70,1,3,3,3,3,1,3,3,4,3,3,1,3,4,3,4,3,3,3,3,1,3,3,3,4,2,3,3,2,4,1,4,1,3,2,3,2,3,1,2,2,,1,2,1,2,1,66,1,1,3,2,2,,2,,3,1
c31f3c68-140b-7dcb-ddf2-80e09abfdb14,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,0,0,0,0,0,100,0,0,2,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,1,5,1,,,,,,2,2,2,,2,,1,1,1,49,1,3,3,6,4,3,,,4,1
fe36b53e-7603-139d-fce3-483133c92aea,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,1,81,19,91,51,80,50,50,70,1,4,4,4,3,1,3,2,3,2,1,3,2,5,2,1,4,2,1,4,2,4,2,4,5,3,4,2,2,5,1,1,1,5,1,5,1,4,1,2,2,,1,2,1,1,1,42,1,6,5,2,2,,1,,2,1
6c2d7b41-5a8f-c89e-21d1-62b512dad2f2,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,86,1,100,9,100,1,96,100,9,1,3,2,2,3,1,5,3,3,5,5,3,5,3,5,5,1,5,3,3,3,2,4,5,3,5,5,3,5,2,3,2,4,3,3,3,3,3,1,2,2,,1,1,7,2,1,14,1,2,6,4,1,,,2,4,1
8872a215-8cec-c00f-61d2-91c64a84cbc0,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,63,88,63,86,58,55,50,53,33,1,4,3,3,3,1,4,3,3,3,3,3,3,3,4,4,3,3,4,3,1,4,3,3,5,3,5,4,4,3,4,3,3,4,3,4,2,4,1,2,2,,1,2,1,2,1,29,1,4,6,1,2,,2,,3,1
a26c75a3-dee9-5265-e036-4b9c8f69110c,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,0,80,10,60,90,70,80,0,100,1,3,3,3,3,1,3,3,3,3,2,3,3,4,2,2,5,3,3,4,3,3,3,3,3,3,3,3,3,5,3,4,1,4,3,4,2,3,1,2,2,,1,2,1,1,1,42,1,6,2,1,2,,1,,2,1
5f372c29-cc7f-a408-7d68-8818db0477e4,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,81,15,54,15,56,16,57,57,17,1,3,3,3,3,1,3,3,1,3,3,2,3,3,3,3,1,3,3,2,4,1,4,3,3,4,4,3,5,1,3,1,4,,4,4,4,3,2,2,2,,2,,1,1,2,49,1,4,3,5,1,,,1,1,1
b9f4d849-d060-5e3d-d5ed-955390ce6251,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,48,48,48,20,85,19,76,59,79,1,3,2,4,3,1,3,4,3,3,4,2,4,3,4,3,3,5,4,4,2,3,3,3,4,4,5,4,5,3,4,3,3,3,3,4,3,2,1,2,2,,1,4,1,2,1,53,1,6,6,3,3,,,,2,1
944aeb4c-0896-01d6-3ddf-516637207389,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,100,2,92,1,82,1,80,80,1,1,3,2,3,4,1,4,4,3,5,3,1,4,2,3,5,1,5,4,1,5,2,5,2,1,5,3,1,5,1,4,1,3,3,1,2,5,1,1,2,2,,1,1,1,2,1,34,1,1,3,3,1,,,2,3,1
aed47045-3abe-e9b1-4a8f-5a2aba32e3dc,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,85,51,70,6,91,75,70,100,1,1,3,1,2,4,1,3,4,2,4,4,2,4,3,4,4,3,4,3,2,4,2,4,2,2,2,3,3,5,1,5,2,3,1,4,3,4,2,1,2,2,,1,1,1,2,1,36,1,1,2,5,3,,,,3,1
f8dee4b9-a85a-26a8-ba29-9d30759619d7,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,92,10,78,0,73,49,62,86,11,1,3,2,2,4,1,3,4,2,5,5,2,4,1,4,5,1,4,4,2,4,2,2,2,2,4,4,4,5,1,5,1,4,1,4,2,3,3,2,2,2,,1,1,5,2,4,9,1,4,3,4,1,,,2,1,1
92dfdeb7-dad8-0a90-d45b-1a200783ff65,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,50,9,61,9,60,50,60,71,0,1,2,2,2,3,1,3,3,3,3,3,3,4,3,3,3,3,4,3,1,4,2,5,2,3,4,4,3,3,3,4,3,2,2,4,3,4,3,2,2,1,,1,4,6,2,1,9,1,1,3,4,3,,,,4,1
9f5b6cb6-b892-d41f-e0f4-60979093baa3,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,0,63,0,71,50,92,50,1,50,1,4,3,3,1,1,3,2,3,3,1,5,2,5,2,1,5,2,1,4,1,4,2,3,5,1,4,4,5,5,1,5,1,5,1,5,2,3,2,2,2,,1,4,7,1,1,42,1,1,3,3,3,,,,2,1
4f4ca818-7463-4f31-4a92-0faafd8f1403,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,80,50,74,50,76,19,75,59,90,1,3,3,3,4,1,4,3,1,5,3,1,4,3,3,5,3,3,2,4,1,4,3,3,5,3,4,3,4,,4,2,4,5,4,3,3,3,1,2,1,,1,1,1,2,2,47,1,4,3,3,1,,,1,1,1
b80c0467-52b2-e560-3600-54fc40eeef0c,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,100,1,80,1,70,1,50,80,20,1,3,1,2,5,1,5,5,2,5,4,1,5,1,4,4,1,4,1,2,5,2,4,2,1,5,4,3,5,2,5,2,4,1,5,4,5,1,1,2,2,,1,1,7,2,1,20,1,2,5,3,1,,,2,3,1
4d3bb5e0-e540-8ea9-3576-9de06f709e6a,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,100,0,0,0,100,0,100,100,0,1,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,5,1,5,2,5,2,5,1,1,2,2,,2,,1,2,2,13,1,1,2,6,3,,,,4,1
b6f68c20-819f-1061-d4bc-62b40ad9c6d9,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,0,100,0,100,37,61,36,37,61,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,4,1,4,1,4,4,1,4,4,1,5,1,5,1,5,1,5,1,5,1,2,2,,1,2,1,1,1,50,1,5,4,1,3,,,,2,1
5833bb01-6bb5-9634-5259-8808a82570f1,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,51,51,50,50,50,50,50,0,50,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,3,5,3,3,3,3,3,3,4,3,5,3,3,3,5,2,3,3,3,4,3,3,2,2,2,,2,,7,2,1,41,1,1,4,6,4,3,,,4,1
c0e70e73-9250-c76b-03ad-db7ad49c1093,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,5,75,15,85,80,75,50,65,70,1,3,2,4,3,1,3,1,4,3,3,4,3,4,2,2,3,3,3,3,1,3,2,4,3,2,5,4,2,5,2,4,1,5,2,4,2,5,1,2,1,,1,2,1,2,1,49,1,4,3,2,2,,1,,3,1
3ef8bba8-0063-ae5e-06d8-a1c5f547e04d,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,0,100,0,73,48,100,4,50,50,1,5,5,5,3,1,1,2,3,2,1,5,5,5,1,1,5,1,1,5,1,4,1,5,5,3,5,5,1,5,1,5,1,5,1,5,1,3,1,2,1,,1,2,1,2,1,39,1,1,5,1,2,,1,,3,1
98e4e35f-85c7-92a5-1489-72865553cb5a,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,6,71,9,68,43,51,30,70,54,1,3,3,5,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,4,1,1,1,5,1,5,1,4,1,4,1,3,1,2,2,,1,2,1,2,1,41,1,1,3,2,2,,2,,3,1
d405ca44-c55a-a6be-3dcb-c1b8bff68eb8,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,70,38,61,54,100,83,94,100,23,1,4,3,2,3,1,4,5,1,5,5,3,3,4,3,4,3,5,1,3,5,4,3,1,2,3,4,2,4,2,5,3,4,3,4,2,4,3,1,2,2,,1,1,1,2,2,11,1,2,3,4,3,,,,1,1
f1d4d436-affb-ba1b-3211-d5e1a2f767ee,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,0,0,50,0,0,50,0,0,0,1,3,3,3,3,1,3,3,3,3,3,1,3,3,3,5,2,5,3,1,5,1,5,1,1,5,5,1,3,3,3,3,3,3,3,3,3,3,2,2,2,,2,,7,2,1,20,1,3,2,6,1,,,2,2,1
e6e3b7a6-671d-fd62-534e-af4206ede3f4,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,80,0,100,0,19,0,19,100,100,1,1,1,1,5,1,5,4,1,5,4,1,5,1,5,5,1,5,5,1,3,1,5,1,2,5,3,3,4,1,4,1,3,5,5,2,5,1,1,2,2,,1,1,1,2,1,51,1,1,2,5,1,,,1,3,1
73a04991-44bb-aa88-1290-ab342f49716b,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,9,100,9,100,58,64,10,11,53,1,3,3,3,3,1,3,3,3,3,1,4,1,1,1,1,4,1,1,5,1,4,2,4,4,2,5,2,2,5,2,4,5,5,1,5,1,5,1,2,2,,1,2,1,1,1,66,1,2,2,3,2,,2,,2,1
af007fe9-c465-78f3-169a-9b561944323d,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,80,18,60,6,28,10,50,3,10,1,3,2,2,4,1,3,4,1,3,3,3,3,3,4,4,2,3,3,1,3,2,4,1,3,4,2,2,4,2,4,2,3,3,4,3,4,1,2,2,2,,2,,6,1,3,48,2,3,5,4,1,,,2,2,1
f086ff29-ba79-cea3-424f-73cca62f59b8,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,4,84,9,90,76,86,70,61,80,1,5,4,4,4,1,4,3,5,2,3,3,4,2,2,2,4,4,1,4,2,4,4,5,5,1,5,4,5,3,1,2,1,5,1,5,1,5,1,2,2,,1,2,1,1,1,52,1,2,4,2,2,,1,,3,1
92561851-f3ad-3337-1a34-ce73394c62b0,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,81,30,30,29,29,29,29,6,5,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,,1,1,7,1,4,11,1,1,2,6,4,3,,,3,1
0e2ce563-349a-b366-abde-ee9bbc07a4d6,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,4,4,100,94,86,82,79,77,100,1,5,5,3,5,1,5,1,1,1,5,1,5,5,5,5,5,4,3,4,1,5,5,5,5,1,5,4,1,5,1,5,1,5,1,5,1,5,1,2,1,,1,2,1,1,1,28,2,4,4,1,1,,,1,1,1
187effc8-4b4b-b22c-c4e9-cfce740c6e22,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,0,49,6,27,87,18,88,88,31,1,3,3,3,2,1,3,2,4,1,2,3,2,2,2,2,4,3,2,3,2,3,2,3,4,3,4,3,2,5,1,5,1,4,3,4,2,3,2,2,1,,1,4,7,2,1,32,1,9,3,2,3,,,,3,1
02bec43d-f84f-dc86-80e8-b951e59b6bd9,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,80,18,18,0,50,0,1,81,10,1,3,1,1,5,1,3,2,1,4,3,4,2,3,2,3,4,4,3,2,2,2,4,2,2,4,2,4,4,3,4,2,3,2,1,2,1,1,1,2,2,,1,1,1,2,1,11,2,1,2,2,3,,,,3,1
dece264e-e45c-3ccb-384f-71861980157f,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,58,19,61,9,50,39,50,100,54,1,3,1,2,5,1,3,2,2,3,3,1,3,2,3,3,3,3,4,3,2,2,4,2,2,5,3,4,4,3,4,3,2,3,2,4,2,2,2,2,2,,2,,6,2,1,22,2,2,3,4,3,,,,3,1
ec92f483-4686-3f2d-d488-613ac3e00d3d,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,74,0,90,0,70,51,38,61,19,1,3,1,2,5,1,5,4,1,5,4,1,4,2,4,4,2,4,2,1,4,5,5,5,5,5,3,3,5,2,3,3,4,3,5,1,1,2,1,2,2,,1,1,7,2,1,44,1,4,2,3,1,,,1,2,1
d4355f65-357e-9169-be37-ab76f324d780,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,0,82,0,81,51,81,51,0,100,1,3,4,4,3,1,3,2,5,3,1,1,2,4,1,1,5,2,2,3,1,3,3,3,4,3,3,3,5,5,1,5,1,5,2,4,2,3,1,2,2,,1,2,1,2,1,60,1,2,5,2,2,,1,,3,1
9d95623f-22c8-5f6a-ee68-b81078fa3e53,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,59,81,48,41,80,62,59,90,28,1,3,2,2,3,1,3,4,3,4,3,4,2,4,2,2,4,3,2,4,2,4,2,4,4,2,4,4,3,2,4,2,3,2,4,1,4,3,2,2,2,,1,1,1,2,1,10,1,1,1,3,2,,2,,2,1
4eabd877-6235-fd73-6ca6-9af8b33115f0,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,96,1,95,1,64,50,71,78,50,1,3,3,3,4,1,4,5,4,5,4,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,5,4,4,3,3,3,3,2,4,3,3,3,2,2,2,,2,,7,2,1,11,1,1,1,1,3,,,,2,1
1daa0856-7b53-cf39-1398-dd35418ce971,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,18,50,20,30,100,29,100,100,100,1,5,3,3,3,1,3,2,4,3,1,4,1,4,1,1,3,2,1,3,1,3,1,2,3,3,4,1,4,4,3,4,1,3,4,3,4,3,1,2,2,,1,4,1,2,1,44,1,1,2,1,2,,2,,2,1
0ccc457d-f84c-6f9a-f23d-599244b730c0,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,21,30,61,84,50,0,50,0,74,1,3,3,3,3,1,3,3,5,1,4,3,4,4,3,4,3,4,4,1,3,2,2,2,1,5,2,2,4,2,3,2,1,4,3,4,3,3,1,2,2,,1,4,1,2,1,31,1,1,3,1,3,,,,3,1
533c8b1e-7482-f724-bc09-acd105628e24,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,38,50,50,0,52,51,52,54,54,1,3,2,3,3,1,3,2,3,3,5,2,4,2,5,3,3,2,3,1,2,2,1,2,1,2,2,1,1,4,2,4,1,2,1,2,1,2,2,2,2,,1,2,1,2,3,8,1,1,2,6,3,,,,2,1
f06def4d-544e-840f-7788-d1938d219761,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,0,50,0,60,50,66,50,51,40,1,3,3,3,3,1,2,2,3,1,1,4,2,5,2,1,4,1,2,4,2,3,2,3,4,3,5,3,2,5,3,5,2,3,3,4,2,3,1,2,2,,1,2,1,2,1,52,1,2,3,3,3,,,,3,1
0f6f0476-8707-d16e-e91c-15195855bf3f,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,90,0,80,0,95,0,93,100,2,1,3,2,3,5,1,3,4,3,4,4,1,4,3,4,4,2,5,3,1,4,2,4,1,2,4,4,3,5,1,4,1,3,1,5,2,5,1,1,2,1,,1,1,7,2,1,43,1,1,4,4,3,,,,3,1
eaeda43e-0461-baa6-df6f-30f1b6d33163,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,86,40,72,60,70,19,66,9,9,1,2,3,3,4,1,4,4,4,3,4,1,3,2,3,5,1,5,5,3,2,1,4,3,2,5,3,4,5,2,5,1,4,5,3,4,2,3,1,2,2,,2,,1,2,1,49,1,2,2,3,3,,,,1,1
