Q2,Q98,Q99,Q100,Q101,Q107,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q105_1,Q105_2,Q105_3,Q105_4,Q105_5,Q106_1,Q106_2,Q106_3,Q106_4,Q106_5,Q37,Q38,Q39,Q40,Q41,Q42,Q102,Q43,Q44,Q45,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56
ea3822db-bbbe-5c0b-a227-1aac384e76d9,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,100,43,37,5,100,7,11,18,45,1,3,1,1,1,1,3,5,1,5,2,2,2,3,3,3,1,4,3,3,4,2,2,3,3,1,3,2,5,1,5,1,5,1,1,1,1,1,1,2,2,,1,1,1,1,2,27,1,9,2,1,3,,,,1,1
473017d1-a93e-0dca-046c-b81b3bd445e3,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,2,35,2,36,3,13,2,4,32,1,3,3,3,1,1,3,1,5,3,1,5,1,5,1,1,5,1,1,3,2,2,2,3,4,2,4,5,3,5,1,5,1,4,2,2,1,5,1,2,2,,1,2,1,1,1,46,1,9,5,2,3,,,,4,1
af3a1b8a-f04b-4945-8b9d-29d0ef822a37,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,51,1,43,34,91,35,76,0,98,1,4,3,3,5,1,4,4,4,4,4,1,5,1,4,4,1,5,1,5,1,5,1,5,4,1,5,1,5,2,5,1,4,4,2,2,1,1,1,1,2,,1,4,1,1,2,44,1,1,3,2,3,,,,3,1
9c45aa07-e110-bba7-f42f-9eece9825df4,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,50,50,50,50,50,51,51,49,49,1,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,4,3,4,3,4,3,3,2,3,4,1,4,1,4,2,2,2,,1,4,1,1,3,53,1,1,2,6,4,3,,,4,1
ac033c19-c6eb-b91d-3404-f97534fe2b35,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,0,91,0,90,69,91,69,1,100,1,4,4,4,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,5,1,4,2,4,5,2,4,4,2,2,1,2,1,4,2,3,1,2,1,2,2,,1,2,1,1,1,39,1,9,5,2,2,,1,,2,1
d64cc4f8-c29a-e046-ca7c-4b5fcc30ea34,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,55,42,50,0,67,64,96,83,76,1,3,3,3,3,1,3,3,3,3,2,5,2,4,2,2,2,3,3,4,3,3,2,3,4,3,3,3,4,1,4,1,3,1,1,1,4,1,2,2,2,,2,,1,2,3,29,2,1,2,6,3,,,,2,1
dc2e8c9a-4514-c09d-6a3c-9b7ea55a25a3,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,61,83,98,62,83,100,75,94,100,1,5,5,5,5,1,5,5,5,5,5,5,4,5,4,5,4,5,5,5,3,5,5,5,4,4,5,4,5,4,4,5,5,5,4,4,5,5,1,1,1,,1,1,1,1,2,21,1,4,6,1,2,,1,,1,1
d2f3a86b-9286-805b-519f-cb285fe5a8ed,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,50,11,59,8,59,49,60,59,60,1,4,2,3,3,1,4,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,2,3,3,3,4,3,3,3,3,4,3,3,3,3,2,2,2,,1,4,1,2,1,52,1,2,4,3,3,,,,2,1
d7ddb840-3a99-23e7-747e-510002b83829,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,55,63,64,75,89,17,90,91,29,1,4,3,2,3,1,4,3,3,2,4,2,4,2,4,3,2,5,4,4,2,4,2,4,3,2,5,4,4,2,3,1,2,4,4,4,4,3,1,1,2,,1,4,6,2,3,30,1,9,8,3,3,,,,2,1
1a0341d8-858f-6a58-138b-b0fe3c49ac28,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,51,12,30,1,99,35,90,97,28,1,3,1,1,4,1,3,1,1,3,4,3,5,2,4,4,2,3,3,1,5,1,4,1,2,5,1,1,3,4,3,4,2,1,5,1,5,1,2,2,2,,1,1,7,2,1,25,1,2,3,4,1,,,1,1,1
a7f2e90a-53a3-ffff-466c-3dc3650c9211,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,90,39,100,9,100,0,91,92,100,1,3,2,3,3,1,4,3,1,4,4,1,4,1,5,4,2,5,4,2,3,2,2,1,2,1,3,1,4,1,1,1,2,2,4,3,3,1,1,1,1,,1,1,1,2,2,58,1,6,2,3,1,,,1,3,1
ffd9c7af-e6e4-0dc6-95d5-16c4e2f4e020,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,98,0,97,0,97,0,82,84,0,1,2,1,1,3,1,5,4,3,5,5,1,5,1,5,5,1,5,5,1,4,1,5,3,2,4,3,3,5,1,5,1,5,4,5,2,4,2,1,2,1,,1,1,6,1,2,27,1,9,5,4,1,,,1,1,1
de4b92ec-702a-67dd-2252-c475e28220a0,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,100,19,79,18,94,9,79,80,80,1,3,3,3,4,1,4,4,3,3,2,2,1,1,3,3,2,4,2,3,1,4,4,4,4,3,3,3,4,1,4,1,4,3,1,2,1,2,2,2,2,,2,,1,2,7,44,1,1,2,6,4,1,,,1,1
ab4a09b0-a9e8-f2a4-62bb-889d8343f525,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,68,60,73,71,67,58,57,48,68,1,3,5,3,5,1,4,4,2,3,4,4,4,4,3,4,3,4,4,4,3,3,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,1,1,2,,1,4,1,2,1,34,1,4,5,4,1,,,2,1,1
971fdc08-6000-d8e7-611e-86d213bac91b,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,70,80,50,80,80,30,70,50,95,1,3,2,2,3,1,3,2,3,2,3,2,3,2,4,4,3,4,3,3,2,4,2,3,4,3,4,3,5,1,4,1,3,5,1,3,1,3,1,2,2,,1,2,1,1,1,51,1,7,5,3,2,,2,,2,1
610494d6-484a-d38c-9dc4-f6477411275b,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,62,91,49,61,51,51,50,51,93,1,3,3,3,4,1,3,2,5,3,2,2,2,2,3,2,2,3,2,3,2,3,2,3,4,1,3,2,3,3,3,2,3,3,2,3,2,3,2,2,2,,2,,1,2,4,24,2,4,5,1,2,,1,,3,1
9ba83b62-95f6-1dab-8fb9-1e07a79498f2,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,39,60,40,29,100,59,100,100,39,1,3,3,2,2,1,3,3,3,2,2,3,3,3,3,4,3,2,2,4,2,3,3,3,4,3,3,4,3,4,3,3,2,3,3,2,2,2,2,2,2,,1,4,7,2,3,45,1,3,2,3,2,,2,,3,1
838e3c35-1eb0-2836-4fec-c5e3f60d0ee8,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,80,9,83,9,81,9,19,1,91,1,1,1,1,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,,1,1,1,1,1,50,1,1,3,6,1,,,1,3,1
749203c6-2df8-5cd9-3eef-7467d1bfb900,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,51,11,51,11,32,12,33,34,20,1,3,3,3,3,1,4,4,3,4,1,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,2,2,2,3,3,3,2,1,2,2,,1,1,1,2,3,33,1,4,5,3,1,,,2,1,1
a8df4f75-32e0-2fbd-3365-7dcfe9715c26,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,0,1,51,0,50,52,50,50,20,1,3,1,1,5,1,3,1,1,1,1,4,1,5,1,1,4,2,2,1,5,1,5,1,1,5,2,2,1,5,1,5,1,2,5,2,4,2,1,2,2,,1,3,7,2,3,57,1,1,3,4,1,,,1,2,1
cc7eaf80-4fba-61b9-ccda-113fd208b486,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,78,32,35,5,100,6,100,5,100,1,3,3,3,3,1,3,4,3,3,3,3,3,4,3,4,2,3,2,2,4,3,5,2,2,4,3,1,5,2,4,2,4,3,5,3,4,3,1,1,2,,1,4,1,2,2,32,1,1,5,3,3,,,,1,1
9aa537c6-1376-5320-248d-c43a84a4b090,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,95,12,100,0,100,0,94,0,93,1,1,2,2,2,1,5,4,2,5,5,1,5,1,5,5,1,4,4,1,2,2,4,2,1,2,1,1,5,1,5,1,5,2,5,1,4,1,1,2,2,,1,4,1,2,2,28,1,1,4,1,1,,,1,1,1
451511da-fb19-263c-b5c9-74747c88fc71,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,34,34,32,35,33,35,33,33,35,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,,1,4,1,2,3,31,1,2,3,3,3,,,,4,1
7e2704f3-7dd1-6918-9f2c-4ab9f9012e9b,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,100,1,100,0,100,88,80,1,100,1,3,3,4,4,1,1,1,3,1,5,1,5,2,5,5,1,5,5,1,2,1,3,1,1,5,2,2,5,1,,1,4,3,5,1,5,1,2,2,2,,2,,1,2,2,27,2,1,3,2,1,,,1,3,1
45322fdf-834d-74e2-3c26-83881387c9fe,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,100,18,100,19,100,19,86,87,19,1,3,3,3,3,1,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,2,2,2,2,1,2,2,,1,1,1,2,2,40,1,1,4,3,1,,,1,3,1
d10ffb8d-3347-5960-bceb-cc340ad9e38f,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,81,0,100,50,71,55,39,0,19,1,1,3,1,5,1,4,4,1,5,5,1,5,1,5,5,1,5,5,2,5,1,5,1,2,5,1,3,4,1,4,1,4,2,4,2,4,1,1,2,1,,1,1,4,2,4,51,1,8,6,6,1,,,1,3,1
0f24e942-892b-f4e1-a857-9c6717e6bc62,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,100,9,100,1,100,23,82,86,42,1,2,1,2,4,1,3,4,2,4,5,1,3,1,4,4,2,4,4,1,5,2,4,1,1,4,2,1,5,1,4,1,5,3,1,3,2,2,1,2,2,,1,1,7,2,2,44,1,1,2,4,1,,,1,3,1
a209aff1-1540-1a80-ea7d-8c37f6d55c75,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,71,33,79,21,66,50,68,83,50,1,3,2,2,4,1,4,2,4,3,4,2,4,2,4,5,2,5,4,1,4,1,5,2,3,5,3,4,5,2,5,1,3,3,5,3,5,3,1,2,2,,1,1,1,2,3,31,1,9,5,3,1,,,2,1,1
47dde8b2-d949-bb62-29a3-b8c33504f002,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,0,63,0,100,49,100,56,0,100,1,5,5,5,4,1,1,3,5,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,5,1,5,5,1,1,1,1,1,5,1,5,1,5,1,2,2,,1,2,1,1,3,43,2,1,1,3,3,,,,2,1
fb53bad4-7675-df72-b0db-c58620fa0ac8,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,91,19,100,12,95,28,50,20,40,1,3,2,3,4,1,4,4,3,4,4,2,4,3,5,5,2,4,4,2,1,1,2,2,3,4,1,2,4,4,3,1,4,2,1,2,2,1,1,1,2,,1,1,1,2,3,40,1,1,4,1,1,,,1,3,1
5a82a5ae-e5c1-ecd3-99cf-07ee69aa6ba4,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,21,70,39,69,53,53,44,36,65,1,4,3,4,3,1,2,2,3,1,3,4,4,3,3,3,3,4,4,4,2,4,3,4,5,2,5,5,4,4,3,4,3,5,3,4,3,4,1,2,1,,1,2,1,1,1,77,1,7,3,2,2,,2,,3,1
b11a40a2-4aea-2c8b-88be-2670de95bea5,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,90,30,77,25,57,18,92,61,50,1,2,2,3,4,1,4,4,4,4,4,4,4,2,4,4,2,4,4,3,4,2,2,2,2,4,4,2,4,2,4,2,4,3,3,3,4,3,1,2,2,,1,1,1,2,3,27,2,2,5,3,1,,,1,1,1
30ada97a-1de5-fa5c-0898-0ecb0e0475d2,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,70,0,50,0,50,0,50,70,0,1,1,1,3,3,1,5,2,2,3,4,1,5,3,5,5,2,5,5,1,2,1,5,1,1,5,2,3,4,2,2,1,3,1,5,2,5,3,1,2,2,,1,1,1,2,3,31,1,4,2,3,1,,,2,3,1
32b0e8de-55fa-53b4-bb56-9c4122adba85,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,93,10,100,49,100,39,86,60,96,1,3,3,3,4,1,1,4,3,4,4,1,4,4,5,5,5,5,3,3,1,3,2,3,3,2,3,3,5,1,4,1,5,4,3,3,3,3,1,2,2,,1,1,1,1,2,52,1,4,5,4,1,,,2,3,1
84d90b0f-375a-871e-f01c-00985d2ba13e,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,29,19,19,16,66,26,66,95,7,1,4,1,3,2,1,4,1,2,3,2,2,3,4,2,1,2,3,2,2,2,2,4,3,2,4,2,2,2,1,2,1,2,3,2,3,3,2,1,2,2,,1,3,7,1,1,47,1,2,3,5,2,,2,,2,1
3225f274-947e-4bfe-4f5e-c2c317ccf5cd,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,100,17,100,3,100,0,95,4,100,1,2,1,1,5,1,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,2,5,2,5,2,1,,2,,1,1,1,2,2,51,1,1,2,1,1,,,1,2,1
51acfa29-d847-acfe-70d5-ef05bd98d38e,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,100,0,100,0,100,0,60,50,50,1,3,1,3,4,1,3,3,3,4,5,1,5,2,5,5,1,5,4,1,5,1,5,3,2,5,5,3,5,1,4,1,4,5,3,2,2,2,1,1,2,,1,1,1,1,2,33,1,7,4,4,1,,,1,3,1
cb418249-d112-ceec-ce8e-9ad6ffe14d0f,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,100,11,60,8,88,3,71,50,100,1,5,3,3,5,1,5,5,4,5,3,2,4,1,4,3,2,5,4,3,2,3,2,3,2,1,5,4,5,1,5,1,5,5,1,5,2,3,1,2,2,,1,1,1,1,2,49,1,2,2,2,1,,,1,2,1
d079af8f-e740-3c48-bbfb-6bf4f11e0233,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,1,14,5,3,5,94,50,2,5,1,5,3,4,3,1,1,1,5,1,1,5,1,1,1,1,5,1,5,5,3,4,2,3,5,5,5,1,1,1,1,5,1,4,5,5,5,1,2,2,2,,1,4,1,2,3,43,1,9,3,1,3,,,,3,1
5592d38e-42fe-6910-3268-2cbb991d259b,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,100,2,77,2,100,3,84,87,85,1,2,3,3,3,1,5,5,3,5,5,2,5,3,4,4,1,4,4,2,3,1,3,3,4,5,3,2,5,3,3,2,4,3,3,4,3,3,1,1,2,,1,1,1,2,1,43,1,5,6,4,1,,,1,2,1
32a38e38-4a9e-9702-5759-74677946c574,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,3,71,19,79,90,80,91,80,90,1,4,4,4,3,1,2,1,4,2,2,2,3,2,2,1,3,2,2,3,1,3,2,3,4,2,4,3,4,4,1,5,1,5,1,4,1,4,1,1,1,,1,2,1,1,1,59,1,4,5,2,2,,1,,3,1
,,,,,,100,1,100,0,59,0,59,52,0,1,5,1,5,5,1,1,5,5,5,5,1,5,1,5,3,1,5,4,1,5,4,5,3,4,5,3,3,5,1,5,1,5,3,5,3,4,2,1,2,1,,1,,2,1,1,34,1,2,5,3,1,,,,2,1
c79a1919-1a5e-04c6-6728-96460f4e5113,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,82,51,76,25,87,52,87,87,16,1,3,3,3,3,1,3,3,3,3,3,1,3,2,3,3,3,3,5,3,1,3,3,3,3,3,3,3,5,2,4,2,4,5,3,3,3,3,1,2,2,,1,1,7,1,1,44,1,4,5,3,3,,,,4,1
2640bd8e-ef05-dd89-e2b7-ad83dae3c4a8,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,92,1,92,1,100,1,100,50,100,1,3,3,3,3,1,3,3,3,3,5,1,5,1,5,5,1,5,5,4,1,5,1,5,5,1,5,5,5,1,5,1,4,5,3,5,1,3,2,2,2,,1,1,1,2,2,49,1,5,5,4,1,,,1,3,1
c3f5c1f0-d023-fcaa-1512-9fab4efc0b91,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,100,10,81,9,100,9,100,72,100,1,4,3,3,4,1,4,3,4,4,5,1,5,1,3,5,1,3,4,1,3,1,5,1,1,5,1,2,5,1,5,1,5,3,5,3,3,3,1,1,1,,1,1,1,2,2,54,1,1,5,6,1,,,1,3,1
69757693-402f-c911-f5cc-4ab55a0c6195,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,1,19,1,44,13,16,70,67,8,1,3,3,1,3,1,1,3,3,1,1,5,1,5,1,1,5,1,1,4,1,4,2,5,4,1,5,5,1,5,1,5,1,5,5,5,1,3,2,2,2,,2,,7,2,7,36,2,7,4,6,3,,,,4,1
f74b0a93-fffc-96af-4b2d-f91753616083,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,19,6,15,6,59,36,33,61,3,1,3,2,3,3,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,2,2,2,2,2,2,2,2,2,,2,,1,2,1,50,1,1,4,6,4,3,,,2,1
f8507677-1e37-3d27-a55a-17fb13c5f996,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,90,10,51,1,49,38,80,3,2,1,2,1,1,3,1,5,3,1,5,4,2,5,3,4,4,2,4,5,1,5,1,5,1,1,5,3,3,5,1,4,1,4,2,5,2,5,1,1,2,2,,1,1,3,2,3,30,1,8,3,3,1,,,1,1,1
66a74f09-bc51-aa00-288b-bdcf42990f6a,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,50,1,1,1,49,1,50,1,1,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,2,2,,,2,,1,1,3,26,1,1,3,6,4,3,,,3,1
9ba5ad83-fb57-8996-d375-46e6bd713efa,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,60,51,60,50,80,51,53,70,49,1,3,2,3,4,1,3,2,4,3,2,3,4,5,3,3,3,3,4,2,3,1,4,2,3,2,3,4,,,,,,3,4,2,3,2,1,2,2,,1,4,1,2,2,30,1,1,2,4,1,,,2,3,1
c7870514-b295-d827-063c-3060b116fee5,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,81,20,64,11,81,12,82,83,57,1,3,2,3,3,1,3,2,3,3,4,3,3,3,3,3,3,3,3,1,3,3,3,3,2,2,3,3,4,2,3,2,4,4,3,2,3,3,1,2,2,,1,1,1,1,1,47,1,9,3,4,1,,,1,3,1
7e942acf-241f-54b1-2200-f99f33715622,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,100,48,81,4,54,52,55,26,9,1,3,3,3,5,1,3,5,2,5,5,2,3,1,4,5,1,4,5,5,2,4,1,4,5,1,3,4,5,5,5,1,5,5,3,3,3,2,2,2,2,,1,1,7,2,2,32,1,1,2,1,2,,1,,3,1
be09cbbe-95b1-e747-0a33-6cac922bdbc2,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,10,73,4,49,4,87,11,12,55,1,4,3,4,3,1,1,1,3,2,3,3,2,4,2,4,4,3,4,3,4,4,2,3,3,3,4,3,2,2,1,4,3,4,3,4,3,3,1,2,2,,1,2,1,1,4,25,1,6,5,2,3,,,,2,1
0b24e4c2-17d1-fb75-09e6-ce9b55036e67,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,100,0,100,0,100,0,68,0,73,1,3,3,3,3,1,3,3,3,3,5,1,5,1,5,5,1,5,3,1,5,1,5,1,1,5,5,3,5,1,5,1,4,4,5,2,5,2,1,2,2,,1,1,1,1,2,38,1,1,3,3,1,,,1,3,1
7daee7d0-80e1-6db5-aeda-bdc34c3c77da,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,71,0,71,9,81,0,100,100,0,1,3,3,3,5,1,3,3,1,3,5,2,5,1,4,5,2,5,3,1,4,3,4,2,5,3,5,3,4,2,5,2,3,2,4,2,3,3,1,2,2,,1,4,1,2,3,45,1,5,3,3,1,,,2,1,1
d9b563b1-266f-a6da-6e3e-2f17dff06b1c,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,50,20,60,20,80,0,90,80,30,1,3,1,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,2,2,4,3,3,4,2,3,3,3,3,4,3,4,2,1,2,2,,1,4,1,2,3,39,1,9,2,4,1,,,1,3,1
312f327f-909a-7b38-0cc4-c1ea0f5ae9b7,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,100,53,100,50,100,49,100,100,100,1,3,2,2,1,1,1,1,2,5,5,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,1,1,1,1,1,2,2,,1,1,1,2,2,41,1,1,1,1,1,,,1,3,1
36b61f6a-a9f9-db6d-d4e0-6fea372f1732,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,0,51,69,50,100,60,80,51,30,1,3,3,3,5,1,3,2,5,2,3,4,3,4,3,2,3,3,2,4,3,3,2,4,4,3,4,3,2,4,2,3,2,4,3,3,3,4,1,2,2,,1,2,1,2,1,50,1,3,4,3,1,,,2,2,1
f61f4f89-2cb7-4b9c-0424-a8e6f114fa73,James Wolfe,Julia O'Neill,Captain of the football team,Head cheerleader,,100,12,86,1,100,1,100,99,14,1,3,3,3,3,1,3,3,3,3,5,1,5,1,4,5,1,5,5,1,5,1,5,1,1,5,1,2,5,1,5,1,5,1,5,2,5,1,2,2,2,,1,1,7,2,1,28,1,3,3,6,1,,,2,3,1
df5f148c-1709-3f23-a7af-a3e9690b5ccd,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,76,31,80,30,87,56,99,78,48,1,4,2,3,3,1,4,4,5,4,5,1,5,1,5,5,1,5,5,1,5,2,5,2,3,5,2,3,5,1,5,1,4,1,5,2,5,2,1,2,2,,1,1,7,2,3,35,1,2,4,4,1,,,1,3,1
f6a25993-042c-d878-1033-534897430e9c,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,100,87,74,0,100,0,0,0,0,1,3,1,1,5,1,3,5,1,5,3,3,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,1,3,2,5,2,5,3,1,2,2,,1,1,1,2,2,38,1,6,4,5,2,,1,,4,1
250fda22-2406-c975-2b99-919f6d597b65,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,50,50,50,50,50,50,70,56,50,1,3,3,3,2,1,3,3,4,3,4,1,3,3,3,5,1,4,2,3,1,3,1,3,5,1,4,3,5,1,4,1,3,5,1,5,2,3,1,2,2,,1,4,1,2,3,50,1,1,2,2,1,,,1,2,1
5eaef372-2f2a-818e-1dd9-971668dc1776,James Wolfe,Jamal Washington,President of the Future Farmers of America,President of the African American Student Association,,100,13,96,16,93,42,75,100,64,1,2,2,2,1,1,1,5,3,1,5,1,5,1,5,5,1,5,5,2,3,2,5,3,2,4,4,4,5,5,5,1,5,4,3,3,2,2,1,2,2,,1,1,1,2,2,47,1,1,1,2,1,,,1,1,1
6d3d906d-5b60-0329-80a5-779de6ce595f,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,90,2,47,1,69,1,50,45,57,1,3,3,2,4,1,3,4,3,5,4,2,3,3,4,4,3,3,4,1,4,2,4,3,3,4,1,2,5,1,3,1,3,2,4,2,3,2,1,1,1,,1,1,1,1,2,55,1,5,8,6,4,1,,,3,1
8c0c874a-c8e5-73a0-2f78-157930488d5a,James Wolfe,Jeremy O'Neill,President of the Campus Christians,President of the Gay and Lesbian Student Alliance,,91,1,59,0,80,0,30,30,29,1,3,2,3,3,1,3,3,3,3,4,1,5,2,4,3,1,4,4,2,3,1,2,1,1,5,2,1,5,1,4,1,3,3,4,1,3,1,1,2,2,,1,1,1,2,2,33,1,8,5,3,1,,,1,3,1
bac957ea-9480-a30a-f939-7e5cd9570658,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,100,1,100,1,100,1,100,51,76,1,3,1,1,4,1,3,5,4,5,5,1,5,2,5,5,1,5,5,1,3,1,1,1,1,5,1,1,5,1,5,1,5,4,5,1,5,1,2,2,2,,1,1,1,1,2,48,1,2,4,3,3,,,,3,1
8aa22367-3309-a313-1f2e-e50912455feb,James Wolfe,Juan Garcia,President of the Future Farmers of America,President of the Latino and Chicano Student Association,,2,38,5,53,31,49,5,52,53,1,5,4,4,4,1,1,1,2,1,2,5,1,5,1,1,5,3,2,2,2,3,2,5,5,2,5,3,1,1,1,4,1,2,3,2,3,2,1,1,1,,1,2,1,2,2,27,1,6,4,2,2,,1,,2,1
bbb4e898-e2f1-c525-5644-2c54072eb057,Jamal Washington,Juan Garcia,President of the African American Student Association,President of the Latino and Chicano Student Association,,29,63,42,66,90,71,95,82,83,1,3,4,4,4,1,3,4,3,4,3,1,3,1,3,3,1,3,3,3,1,3,1,3,3,1,3,3,4,1,2,1,3,4,1,4,1,3,1,2,2,,1,4,1,2,1,64,1,4,7,3,3,,,,3,1
3f8cd00d-ff7b-d17d-2501-e2afdd2e7105,James Wolfe,Jeremy O'Neill,President of the Young Republicans,President of the Young Democrats,,92,2,69,51,58,2,60,76,46,1,2,2,2,5,1,5,5,4,5,5,3,5,3,4,5,3,5,5,1,5,1,5,1,1,5,2,1,5,1,5,1,4,4,4,1,3,1,1,1,1,,1,1,1,1,3,45,2,4,4,5,1,,,1,3,1
