cntry,att_label,att_norm,vote_label,vote_norm,rule,same
GB,Alliance Party (nir),alliance party nir,Alliance Party (nir),alliance party nir,exact,TRUE
GB,UK Independence Party,uk independence party,UK Independence Party,uk independence party,exact,TRUE
GB,British National Party,british national party,British National Party,british national party,exact,TRUE
GB,British National Party,british national party,Labour,labour,none,FALSE
GB,Conservative,conservative,British National Party,british national party,none,FALSE
GB,British National Party,british national party,Liberal Democrat,liberal democrat,none,FALSE
GB,Liberal Democrat,liberal democrat,Scottish National Party,scottish national party,none,FALSE
GB,Plaid Cymru,plaid cymru,Liberal Democrat,liberal democrat,none,FALSE
GB,Ulster Unionist Party (nir),ulster unionist party nir,Social Democratic and Labour Party (nir),social democratic and labour party nir,none,FALSE
GB,Conservative,conservative,Scottish National Party,scottish national party,none,FALSE
GB,Plaid Cymru,plaid cymru,Conservative,conservative,none,FALSE
GB,Democratic Unionist Party (nir),democratic unionist party nir,Ulster Unionist Party (nir),ulster unionist party nir,none,FALSE
GB,UK Independence Party,uk independence party,Liberal Democrat,liberal democrat,none,FALSE
GB,UK Independence Party,uk independence party,Labour,labour,none,FALSE
GB,Labour,labour,UK Independence Party,uk independence party,none,FALSE
GB,Conservative,conservative,UK Independence Party,uk independence party,none,FALSE
GB,Independent(s) (nir),independent s nir,Independent(s) (nir),independent s nir,exact,TRUE
GB,Democratic Unionist Party (nir),democratic unionist party nir,Social Democratic and Labour Party (nir),social democratic and labour party nir,none,FALSE
GB,Traditional Unionist (nir),traditional unionist nir,Ulster Unionist Party (nir),ulster unionist party nir,none,FALSE
GB,UK Independence Party,uk independence party,Green Party,green party,none,FALSE
GB,Green Party,green party,Plaid Cymru,plaid cymru,none,FALSE
GB,Liberal Democrat,liberal democrat,UK Independence Party,uk independence party,none,FALSE
GB,Social Democratic and Labour Party (nir),social democratic and labour party nir,Independent(s) (nir),independent s nir,none,FALSE
GB,Alliance Party (nir),alliance party nir,Green Party (nir),green party nir,none,FALSE
GR,PASOK (Panhellenic Socialist Movement),pasok panhellenic socialist movement,PASOK (Panhellenic Socialist Movement),pasok panhellenic socialist movement,exact,TRUE
GR,ND (New Democracy),nd new democracy,ND (New Democracy),nd new democracy,exact,TRUE
GR,KKE (Communist party),kke communist party,KKE (Communist party),kke communist party,exact,TRUE
GR,SYN (Left Wing Coalition),syn left wing coalition,SYN (Left Wing Coalition),syn left wing coalition,exact,TRUE
GR,DIKKI (Democratic Social Movement),dikki democratic social movement,DIKKI (Democratic Social Movement),dikki democratic social movement,exact,TRUE
GR,SYN (Left Wing Coalition),syn left wing coalition,ND (New Democracy),nd new democracy,none,FALSE
GR,KKE (Communist party),kke communist party,PASOK (Panhellenic Socialist Movement),pasok panhellenic socialist movement,none,FALSE
GR,SYN (Left Wing Coalition),syn left wing coalition,PASOK (Panhellenic Socialist Movement),pasok panhellenic socialist movement,none,FALSE
GR,ND (New Democracy),nd new democracy,PASOK (Panhellenic Socialist Movement),pasok panhellenic socialist movement,none,FALSE
GR,ND (New Democracy),nd new democracy,KKE (Communist party),kke communist party,none,FALSE
GR,PASOK (Panhellenic Socialist Movement),pasok panhellenic socialist movement,ND (New Democracy),nd new democracy,none,FALSE
GR,KKE (Communist party),kke communist party,ND (New Democracy),nd new democracy,none,FALSE
GR,ΚΚΕ,,ΚΚΕ,,exact,TRUE
GR,ΣΥΡΙΖΑ,,ΣΥΡΙΖΑ,,exact,TRUE
GR,Ελληνική Λύση,,Ελληνική Λύση,,exact,TRUE
GR,ΝΔ,,ΝΔ,,exact,TRUE
GR,ΚΙΝΑ.ΑΛ,,ΚΙΝΑ.ΑΛ,,exact,TRUE
GR,Ελληνική Λύση,,ΝΔ,,exact,TRUE
GR,ΝΔ,,Ένωση Κεντρώων,,exact,TRUE
GR,ΚΚΕ,,ΣΥΡΙΖΑ,,exact,TRUE
GR,ΜέΡΑ25,25,ΜέΡΑ25,25,exact,TRUE
GR,ΚΙΝΑ.ΑΛ,,ΣΥΡΙΖΑ,,exact,TRUE
GR,Χρυσή Αυγή,,Χρυσή Αυγή,,exact,TRUE
GR,Χρυσή Αυγή,,ΝΔ,,exact,TRUE
GR,ΚΙΝΑ.ΑΛ,,ΝΔ,,exact,TRUE
GR,ΣΥΡΙΖΑ,,ΝΔ,,exact,TRUE
GR,ΝΔ,,Χρυσή Αυγή,,exact,TRUE
GR,ΚΙΝΑ.ΑΛ,,Ελληνική Λύση,,exact,TRUE
GR,Ελληνική Λύση,,ΜέΡΑ25,25,none,FALSE
GR,ΣΥΡΙΖΑ,,ΚΙΝΑ.ΑΛ,,exact,TRUE
GR,Ένωση Κεντρώων,,Ένωση Κεντρώων,,exact,TRUE
GR,Ελληνική Λύση,,ΣΥΡΙΖΑ,,exact,TRUE
GR,Ελληνική Λύση,,Χρυσή Αυγή,,exact,TRUE
GR,Πλεύση Ελευθερίας,,Πλεύση Ελευθερίας,,exact,TRUE
GR,Πλεύση Ελευθερίας,,ΣΥΡΙΖΑ,,exact,TRUE
GR,Νίκη,,Νίκη,,exact,TRUE
GR,Σπαρτιάτες,,Σπαρτιάτες,,exact,TRUE
GR,ΝΔ,,Ελληνική Λύση,,exact,TRUE
GR,Ανταρσία,,Ανταρσία,,exact,TRUE
GR,ΝΔ,,ΣΥΡΙΖΑ,,exact,TRUE
GR,Πλεύση Ελευθερίας,,ΚΙΝΑ.ΑΛ,,exact,TRUE
GR,Οικολόγοι Πράσινοι,,Οικολόγοι Πράσινοι,,exact,TRUE
GR,Ελληνική Λύση,,Σπαρτιάτες,,exact,TRUE
GR,ΛΑΟΣ,,ΛΑΟΣ,,exact,TRUE
GR,Ανταρσία,,ΚΚΕ,,exact,TRUE
GR,Νεά Αριστερά,,ΣΥΡΙΖΑ,,exact,TRUE
GR,Σπαρτιάτες,,Ελληνική Λύση,,exact,TRUE
GR,KKE Communist Party),kke communist party,KKE Communist Party),kke communist party,exact,TRUE
GR,KKE Communist Party),kke communist party,ND (New Democracy),nd new democracy,none,FALSE
GR,DIKKI (Democratic Social Movement),dikki democratic social movement,SYN (Left Wing Coalition),syn left wing coalition,none,FALSE
GR,LAOS (Popular Orthodox Party),laos popular orthodox party,LAOS (Popular Orthodox Party),laos popular orthodox party,exact,TRUE
GR,ND (New Democracy),nd new democracy,KKE Communist Party),kke communist party,none,FALSE
GR,LAOS (Popular Orthodox Party),laos popular orthodox party,ND (New Democracy),nd new democracy,none,FALSE
GR,KKE Communist Party),kke communist party,PASOK (Panhellenic Socialist Movement),pasok panhellenic socialist movement,none,FALSE
GR,Popular Orthodox Rally - LAOS,popular orthodox rally laos,Popular Orthodox Rally - LAOS,popular orthodox rally laos,exact,TRUE
GR,Panhellenic Socialist Movement – PASOK,panhellenic socialist movement pasok,Panhellenic Socialist Movement – PASOK,panhellenic socialist movement pasok,exact,TRUE
GR,Communist Party - KKE,communist party kke,Communist Party - KKE,communist party kke,exact,TRUE
GR,New Democracy - ND,new democracy nd,New Democracy - ND,new democracy nd,exact,TRUE
GR,Panhellenic Socialist Movement – PASOK,panhellenic socialist movement pasok,New Democracy - ND,new democracy nd,none,FALSE
GR,Coalition of the Radical Left - SYRIZA,coalition of the radical left syriza,Coalition of the Radical Left - SYRIZA,coalition of the radical left syriza,exact,TRUE
GR,New Democracy - ND,new democracy nd,Panhellenic Socialist Movement – PASOK,panhellenic socialist movement pasok,none,FALSE
GR,Communist Party - KKE,communist party kke,New Democracy - ND,new democracy nd,none,FALSE
GR,Popular Orthodox Rally - LAOS,popular orthodox rally laos,New Democracy - ND,new democracy nd,none,FALSE
GR,Greens,greens,Greens,greens,exact,TRUE
GR,Coalition of the Radical Left - SYRIZA,coalition of the radical left syriza,Greens,greens,none,FALSE
GR,New Democracy - ND,new democracy nd,Popular Orthodox Rally - LAOS,popular orthodox rally laos,none,FALSE
GR,Communist Party - KKE,communist party kke,Panhellenic Socialist Movement – PASOK,panhellenic socialist movement pasok,none,FALSE
GR,New Democracy - ND,new democracy nd,Greens,greens,none,FALSE
GR,Panhellenic Socialist Movement – PASOK,panhellenic socialist movement pasok,Coalition of the Radical Left - SYRIZA,coalition of the radical left syriza,none,FALSE
GR,New Democracy - ND,new democracy nd,Communist Party - KKE,communist party kke,none,FALSE
GR,Greens,greens,New Democracy - ND,new democracy nd,none,FALSE
GR,Coalition of the Radical Left - SYRIZA,coalition of the radical left syriza,Panhellenic Socialist Movement – PASOK,panhellenic socialist movement pasok,none,FALSE
GR,Greens,greens,Communist Party - KKE,communist party kke,none,FALSE
GR,Panhellenic Socialist Movement – PASOK,panhellenic socialist movement pasok,Greens,greens,none,FALSE
GR,Coalition of the Radical Left - SYRIZA,coalition of the radical left syriza,Communist Party - KKE,communist party kke,none,FALSE
GR,Panhellenic Socialist Movement – PASOK,panhellenic socialist movement pasok,Popular Orthodox Rally - LAOS,popular orthodox rally laos,none,FALSE
GR,The Panhellenic Socialist Movement (PASOK),the panhellenic socialist movement pasok,The Panhellenic Socialist Movement (PASOK),the panhellenic socialist movement pasok,exact,TRUE
GR,The Popular Orthodox Rally (LAOS),the popular orthodox rally laos,The Popular Orthodox Rally (LAOS),the popular orthodox rally laos,exact,TRUE
GR,New Democracy (ND),new democracy nd,New Democracy (ND),new democracy nd,exact,TRUE
GR,The Communist Party of Greece (KKE),the communist party of greece kke,The Communist Party of Greece (KKE),the communist party of greece kke,exact,TRUE
GR,The Panhellenic Socialist Movement (PASOK),the panhellenic socialist movement pasok,The Coalition of the Radical Left (SYRIZA),the coalition of the radical left syriza,none,FALSE
GR,The Coalition of the Radical Left (SYRIZA),the coalition of the radical left syriza,The Coalition of the Radical Left (SYRIZA),the coalition of the radical left syriza,exact,TRUE
GR,The Ecologist Greens (OP),the ecologist greens op,The Ecologist Greens (OP),the ecologist greens op,exact,TRUE
GR,The Liberal Alliance (FS),the liberal alliance fs,The Liberal Alliance (FS),the liberal alliance fs,exact,TRUE
GR,Democratic Left (DIMAR),democratic left dimar,The Coalition of the Radical Left (SYRIZA),the coalition of the radical left syriza,none,FALSE
GR,The Popular Orthodox Rally (LAOS),the popular orthodox rally laos,The Panhellenic Socialist Movement (PASOK),the panhellenic socialist movement pasok,none,FALSE
GR,Democratic Left (DIMAR),democratic left dimar,The Panhellenic Socialist Movement (PASOK),the panhellenic socialist movement pasok,none,FALSE
GR,The Coalition of the Radical Left (SYRIZA),the coalition of the radical left syriza,The Panhellenic Socialist Movement (PASOK),the panhellenic socialist movement pasok,none,FALSE
GR,Democratic Alliance (DS),democratic alliance ds,New Democracy (ND),new democracy nd,none,FALSE
GR,The Liberal Alliance (FS),the liberal alliance fs,Independent Citizens' Movement (SPITHA),independent citizens movement spitha,none,FALSE
GR,The Communist Party of Greece (KKE),the communist party of greece kke,The Panhellenic Socialist Movement (PASOK),the panhellenic socialist movement pasok,none,FALSE
GR,Golden Dawn (Xrusi Augi),golden dawn xrusi augi,The Anticapitalist Left Cooperation for the Overthrow (ANTARSYA),the anticapitalist left cooperation for the overthrow antarsya,none,FALSE
GR,New Democracy (ND),new democracy nd,The Coalition of the Radical Left (SYRIZA),the coalition of the radical left syriza,none,FALSE
GR,New Democracy (ND),new democracy nd,The Panhellenic Socialist Movement (PASOK),the panhellenic socialist movement pasok,none,FALSE
GR,The Panhellenic Socialist Movement (PASOK),the panhellenic socialist movement pasok,New Democracy (ND),new democracy nd,none,FALSE
GR,Invalid,invalid,The Liberal Alliance (FS),the liberal alliance fs,none,FALSE
HR,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,"HDZ, HSLS",hdz hsls,acronym,TRUE
HR,Možemo! - politička platforma,mozemo politicka platforma,"HDZ, HSLS",hdz hsls,none,FALSE
HR,Hrvatska seljačka stranka (HSS),hrvatska seljacka stranka hss,"SDP, HSS, HSU",sdp hss hsu,acronym,TRUE
HR,Hrvatska narodna stranka - Liberalni demokrati (HNS),hrvatska narodna stranka liberalni demokrati hns,HNS,hns,acronym,TRUE
HR,Hrvatska narodna stranka - Liberalni demokrati (HNS),hrvatska narodna stranka liberalni demokrati hns,"Možemo, Zagreb je naš, NLJ, RF, Orah",mozemo zagreb je nas nlj rf orah,none,FALSE
HR,Hrvatski suverenisti,hrvatski suverenisti,"DP, HS, Blok za Hrvatsku, HKS, Hrast",dp hs blok za hrvatsku hks hrast,none,FALSE
HR,Hrvatska seljačka stranka (HSS),hrvatska seljacka stranka hss,"HDZ, HSLS",hdz hsls,none,FALSE
HR,Možemo! - politička platforma,mozemo politicka platforma,"Možemo, Zagreb je naš, NLJ, RF, Orah",mozemo zagreb je nas nlj rf orah,first word,TRUE
HR,Domovinski pokret,domovinski pokret,"DP, HS, Blok za Hrvatsku, HKS, Hrast",dp hs blok za hrvatsku hks hrast,none,FALSE
HR,Možemo! - politička platforma,mozemo politicka platforma,"SDP, HSS, HSU",sdp hss hsu,none,FALSE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,"SDP, HSS, HSU",sdp hss hsu,acronym,TRUE
HR,Most nezavisnih lista (Most),most nezavisnih lista most,Most,most,first word,TRUE
HR,Narodna stranka – Reformista,narodna stranka reformista,Reformisti,reformisti,none,FALSE
HR,Domovinski pokret,domovinski pokret,"HDZ, HSLS",hdz hsls,none,FALSE
HR,Radnička fronta,radnicka fronta,"Možemo, Zagreb je naš, NLJ, RF, Orah",mozemo zagreb je nas nlj rf orah,none,FALSE
HR,Radnička fronta,radnicka fronta,"SDP, HSS, HSU",sdp hss hsu,none,FALSE
HR,Nova ljevica,nova ljevica,"SDP, HSS, HSU",sdp hss hsu,none,FALSE
HR,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,"DP, HS, Blok za Hrvatsku, HKS, Hrast",dp hs blok za hrvatsku hks hrast,none,FALSE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,Most,most,none,FALSE
HR,Hrvatska socijalno liberalna stranka (HSLS),hrvatska socijalno liberalna stranka hsls,"SDP, HSS, HSU",sdp hss hsu,none,FALSE
HR,Samostalna demokratska srpska stranka (SDSS),samostalna demokratska srpska stranka sdss,SDSS,sdss,acronym,TRUE
HR,Hrvatska narodna stranka - Liberalni demokrati (HNS),hrvatska narodna stranka liberalni demokrati hns,"SDP, HSS, HSU",sdp hss hsu,none,FALSE
HR,Hrvatska socijalno liberalna stranka (HSLS),hrvatska socijalno liberalna stranka hsls,Most,most,none,FALSE
HR,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,"DP, HS, Blok za Hrvatsku, HKS, Hrast",dp hs blok za hrvatsku hks hrast,none,FALSE
HR,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,"SDP, HSS, HSU",sdp hss hsu,acronym,TRUE
HR,Istarski demokratski sabor (IDS),istarski demokratski sabor ids,"SDP, HSS, HSU",sdp hss hsu,none,FALSE
HR,Most nezavisnih lista (Most),most nezavisnih lista most,"SDP, HSS, HSU",sdp hss hsu,none,FALSE
HR,Domovinski pokret,domovinski pokret,Most,most,none,FALSE
HR,Možemo! - politička platforma,mozemo politicka platforma,Most,most,none,FALSE
HR,Most nezavisnih lista (Most),most nezavisnih lista most,"HDZ, HSLS",hdz hsls,none,FALSE
HR,Centar,centar,"SiP, Pametno, Fokus",sip pametno fokus,none,FALSE
HR,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,"SDP, HSS, HSU",sdp hss hsu,none,FALSE
HR,Most nezavisnih lista (Most),most nezavisnih lista most,"DP, HS, Blok za Hrvatsku, HKS, Hrast",dp hs blok za hrvatsku hks hrast,none,FALSE
HR,Hrvatska socijalno liberalna stranka (HSLS),hrvatska socijalno liberalna stranka hsls,"HDZ, HSLS",hdz hsls,acronym,TRUE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,"Možemo, Zagreb je naš, NLJ, RF, Orah",mozemo zagreb je nas nlj rf orah,none,FALSE
HR,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,exact,TRUE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,exact,TRUE
HR,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,exact,TRUE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,none,FALSE
HR,Hrvatska stranka prava (HSP),hrvatska stranka prava hsp,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,none,FALSE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,Hrvatska seljacka stranka (HSS),hrvatska seljacka stranka hss,none,FALSE
HR,Hrvatska narodna stranka - Liberalni demokrati (HNS),hrvatska narodna stranka liberalni demokrati hns,Hrvatska narodna stranka - Liberalni demokrati (HNS),hrvatska narodna stranka liberalni demokrati hns,exact,TRUE
HR,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,none,FALSE
HR,Hrvatska seljacka stranka (HSS),hrvatska seljacka stranka hss,Hrvatska seljacka stranka (HSS),hrvatska seljacka stranka hss,exact,TRUE
HR,Hrvatska stranka prava (HSP),hrvatska stranka prava hsp,Hrvatska stranka prava (HSP),hrvatska stranka prava hsp,exact,TRUE
HR,Hrvatsko socijalno-liberalna stranka (HSLS),hrvatsko socijalno liberalna stranka hsls,Hrvatsko socijalno-liberalna stranka (HSLS),hrvatsko socijalno liberalna stranka hsls,exact,TRUE
HR,Hrvatska narodna stranka - Liberalni demokrati (HNS),hrvatska narodna stranka liberalni demokrati hns,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,none,FALSE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,Istarski demokratski sabor (IDS),istarski demokratski sabor ids,none,FALSE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,none,FALSE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,Hrvatska stranka prava (HSP),hrvatska stranka prava hsp,none,FALSE
HR,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),hrvatski demokratski savez slavonije i baranje hdssb,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),hrvatski demokratski savez slavonije i baranje hdssb,exact,TRUE
HR,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),hrvatski demokratski savez slavonije i baranje hdssb,none,FALSE
HR,Hrvatska seljacka stranka (HSS),hrvatska seljacka stranka hss,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,none,FALSE
HR,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,Hrvatska stranka prava (HSP),hrvatska stranka prava hsp,none,FALSE
HR,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,Hrvatska narodna stranka - Liberalni demokrati (HNS),hrvatska narodna stranka liberalni demokrati hns,none,FALSE
HR,Samostalna demokratska Srpska stranka (SDSS),samostalna demokratska srpska stranka sdss,Samostalna demokratska Srpska stranka (SDSS),samostalna demokratska srpska stranka sdss,exact,TRUE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,Hrvatska narodna stranka - Liberalni demokrati (HNS),hrvatska narodna stranka liberalni demokrati hns,none,FALSE
HR,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,none,FALSE
HR,Istarski demokratski sabor (IDS),istarski demokratski sabor ids,Istarski demokratski sabor (IDS),istarski demokratski sabor ids,exact,TRUE
HR,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,Hrvatska seljacka stranka (HSS),hrvatska seljacka stranka hss,none,FALSE
HR,Možemo! - politička platforma,mozemo politicka platforma,"Možemo! - politička platforma, Zageb je naš, NL, RF, ORAH, Za Grad",mozemo politicka platforma zageb je nas nl rf orah za grad,first word,TRUE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,"Restart koalicija – SDP, HSS, HSU, SNAGA, GLAS, IDS, PGS",restart koalicija sdp hss hsu snaga glas ids pgs,acronym,TRUE
HR,Možemo! - politička platforma,mozemo politicka platforma,"Restart koalicija – SDP, HSS, HSU, SNAGA, GLAS, IDS, PGS",restart koalicija sdp hss hsu snaga glas ids pgs,none,FALSE
HR,Domovinski pokret,domovinski pokret,"DP Miroslava Škore, Hrvatski suverenisti, Blok za Hrvatsku, HKS, Hrast, SU, Zelena Lista",dp miroslava skore hrvatski suverenisti blok za hrvatsku hks hrast su zelena lista,none,FALSE
HR,Hrvatska seljačka stranka (HSS),hrvatska seljacka stranka hss,"Restart koalicija – SDP, HSS, HSU, SNAGA, GLAS, IDS, PGS",restart koalicija sdp hss hsu snaga glas ids pgs,acronym,TRUE
HR,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,"DP Miroslava Škore, Hrvatski suverenisti, Blok za Hrvatsku, HKS, Hrast, SU, Zelena Lista",dp miroslava skore hrvatski suverenisti blok za hrvatsku hks hrast su zelena lista,none,FALSE
HR,Hrvatski suverenisti,hrvatski suverenisti,"SiP, Pametno, Fokus",sip pametno fokus,none,FALSE
HR,Samostalna demokratska srpska stranka (SDSS),samostalna demokratska srpska stranka sdss,"Restart koalicija – SDP, HSS, HSU, SNAGA, GLAS, IDS, PGS",restart koalicija sdp hss hsu snaga glas ids pgs,none,FALSE
HR,Narodna stranka – Reformista,narodna stranka reformista,"Narodna stranka - Reformisti - Hrvatska seljačka stranka braće Radić, Stranka hrvatskih umirovljenika",narodna stranka reformisti hrvatska seljacka stranka brace radic stranka hrvatskih umirovljenika,none,FALSE
HR,Istarski demokratski sabor (IDS),istarski demokratski sabor ids,"Restart koalicija – SDP, HSS, HSU, SNAGA, GLAS, IDS, PGS",restart koalicija sdp hss hsu snaga glas ids pgs,acronym,TRUE
HR,Nova ljevica,nova ljevica,"Restart koalicija – SDP, HSS, HSU, SNAGA, GLAS, IDS, PGS",restart koalicija sdp hss hsu snaga glas ids pgs,none,FALSE
HR,Hrvatska seljačka stranka (HSS),hrvatska seljacka stranka hss,"Narodna stranka - Reformisti - Hrvatska seljačka stranka braće Radić, Stranka hrvatskih umirovljenika",narodna stranka reformisti hrvatska seljacka stranka brace radic stranka hrvatskih umirovljenika,none,FALSE
HR,Domovinski pokret,domovinski pokret,"Restart koalicija – SDP, HSS, HSU, SNAGA, GLAS, IDS, PGS",restart koalicija sdp hss hsu snaga glas ids pgs,none,FALSE
HR,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,"Restart koalicija – SDP, HSS, HSU, SNAGA, GLAS, IDS, PGS",restart koalicija sdp hss hsu snaga glas ids pgs,acronym,TRUE
HR,Radnička fronta,radnicka fronta,"Restart koalicija – SDP, HSS, HSU, SNAGA, GLAS, IDS, PGS",restart koalicija sdp hss hsu snaga glas ids pgs,none,FALSE
HR,Most nezavisnih lista (Most),most nezavisnih lista most,"Restart koalicija – SDP, HSS, HSU, SNAGA, GLAS, IDS, PGS",restart koalicija sdp hss hsu snaga glas ids pgs,none,FALSE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,"SiP, Pametno, Fokus",sip pametno fokus,none,FALSE
HR,Fokus,fokus,"SiP, Pametno, Fokus",sip pametno fokus,contained,TRUE
HR,Možemo! - politička platforma,mozemo politicka platforma,"DP Miroslava Škore, Hrvatski suverenisti, Blok za Hrvatsku, HKS, Hrast, SU, Zelena Lista",dp miroslava skore hrvatski suverenisti blok za hrvatsku hks hrast su zelena lista,none,FALSE
HR,Možemo! - politička platforma,mozemo politicka platforma,"SiP, Pametno, Fokus",sip pametno fokus,none,FALSE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,"HDZ, HSLS",hdz hsls,none,FALSE
HR,Centar,centar,"Restart koalicija – SDP, HSS, HSU, SNAGA, GLAS, IDS, PGS",restart koalicija sdp hss hsu snaga glas ids pgs,none,FALSE
HR,Hrvatska narodna stranka - Liberalni demokrati (HNS),hrvatska narodna stranka liberalni demokrati hns,"Narodna stranka - Reformisti - Hrvatska seljačka stranka braće Radić, Stranka hrvatskih umirovljenika",narodna stranka reformisti hrvatska seljacka stranka brace radic stranka hrvatskih umirovljenika,none,FALSE
HR,Radnička fronta,radnicka fronta,"Možemo! - politička platforma, Zageb je naš, NL, RF, ORAH, Za Grad",mozemo politicka platforma zageb je nas nl rf orah za grad,none,FALSE
HR,Most nezavisnih lista (Most),most nezavisnih lista most,"DP Miroslava Škore, Hrvatski suverenisti, Blok za Hrvatsku, HKS, Hrast, SU, Zelena Lista",dp miroslava skore hrvatski suverenisti blok za hrvatsku hks hrast su zelena lista,none,FALSE
HR,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,"DP Miroslava Škore, Hrvatski suverenisti, Blok za Hrvatsku, HKS, Hrast, SU, Zelena Lista",dp miroslava skore hrvatski suverenisti blok za hrvatsku hks hrast su zelena lista,none,FALSE
HR,Hrvatski suverenisti,hrvatski suverenisti,"DP Miroslava Škore, Hrvatski suverenisti, Blok za Hrvatsku, HKS, Hrast, SU, Zelena Lista",dp miroslava skore hrvatski suverenisti blok za hrvatsku hks hrast su zelena lista,none,FALSE
HR,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,none,FALSE
HR,Hrvatska seljacka stranka (HSS),hrvatska seljacka stranka hss,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,none,FALSE
HR,Istarski demokratski sabor (IDS),istarski demokratski sabor ids,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,none,FALSE
HR,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),hrvatski demokratski savez slavonije i baranje hdssb,Hrvatska stranka prava (HSP),hrvatska stranka prava hsp,none,FALSE
HR,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),hrvatski demokratski savez slavonije i baranje hdssb,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,none,FALSE
HR,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),hrvatski demokratski savez slavonije i baranje hdssb,Hrvatska stranka umirovljenika (HSU),hrvatska stranka umirovljenika hsu,none,FALSE
HR,Socijaldemokratska partija Hrvatske (SDP),socijaldemokratska partija hrvatske sdp,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),hrvatski demokratski savez slavonije i baranje hdssb,none,FALSE
HR,Hrvatski demokratski savez Slavonije i Baranje (HDSSB),hrvatski demokratski savez slavonije i baranje hdssb,Hrvatska seljacka stranka (HSS),hrvatska seljacka stranka hss,none,FALSE
HR,Hrvatska narodna stranka - Liberalni demokrati (HNS),hrvatska narodna stranka liberalni demokrati hns,Hrvatska seljacka stranka (HSS),hrvatska seljacka stranka hss,none,FALSE
HR,Hrvatsko socijalno-liberalna stranka (HSLS),hrvatsko socijalno liberalna stranka hsls,Hrvatska demokratska zajednica (HDZ),hrvatska demokratska zajednica hdz,none,FALSE
