cntry,att_label,att_norm,vote_label,vote_norm,rule,same
ES,Podemos,podemos,En Comú Podem,en comu podem,none,FALSE
ES,Partido Socialista Obrero Español - PSOE,partido socialista obrero espanol psoe,Compromís-Podemos-EUPV,compromis podemos eupv,none,FALSE
ES,PACMA,pacma,Unidos Podemos,unidos podemos,none,FALSE
ES,Podemos,podemos,PSOE,psoe,none,FALSE
ES,Podemos,podemos,Unidas Podemos,unidas podemos,contained,TRUE
ES,Compromís,compromis,Compromís,compromis,exact,TRUE
ES,IU,iu,Unidas Podemos,unidas podemos,none,FALSE
ES,CUP,cup,Junts per Catalunya/PDeCAT,junts per catalunya pdecat,none,FALSE
ES,Bloque Nacionalista Galego,bloque nacionalista galego,Más País,mas pais,none,FALSE
ES,Ciudadanos,ciudadanos,Unidas Podemos,unidas podemos,none,FALSE
ES,Junts per Catalunya/PDeCAT,junts per catalunya pdecat,Junts per Catalunya/PDeCAT,junts per catalunya pdecat,exact,TRUE
ES,CC-PNC,cc pnc,CC-PNC,cc pnc,exact,TRUE
ES,Navarra Suma,navarra suma,Navarra Suma,navarra suma,exact,TRUE
ES,EAJ-PNV,eaj pnv,Unidas Podemos,unidas podemos,none,FALSE
ES,ERC,erc,Junts per Catalunya/PDeCAT,junts per catalunya pdecat,none,FALSE
ES,Bloque Nacionalista Galego,bloque nacionalista galego,Bloque Nacionalista Galego,bloque nacionalista galego,exact,TRUE
ES,IU,iu,PSOE,psoe,none,FALSE
ES,PP,pp,CC-PNC,cc pnc,none,FALSE
ES,En Comú Podem,en comu podem,ERC,erc,none,FALSE
ES,PP,pp,EH-Bildu,eh bildu,none,FALSE
FI,The Centre Party,the centre party,The Centre Party,the centre party,exact,TRUE
FI,Christian Democrats,christian democrats,The Centre Party,the centre party,none,FALSE
FI,The National Coalition Party,the national coalition party,The National Coalition Party,the national coalition party,exact,TRUE
FI,Social Democratic Party,social democratic party,Social Democratic Party,social democratic party,exact,TRUE
FI,Green League,green league,Green League,green league,exact,TRUE
FI,The Centre Party,the centre party,Christian Democrats,christian democrats,none,FALSE
FI,The Swedish People's Party (SPP),the swedish people s party spp,The National Coalition Party,the national coalition party,none,FALSE
FI,The National Coalition Party,the national coalition party,Social Democratic Party,social democratic party,none,FALSE
FI,Green League,green league,Social Democratic Party,social democratic party,none,FALSE
FI,Left Alliance,left alliance,Left Alliance,left alliance,exact,TRUE
FI,Christian Democrats,christian democrats,Christian Democrats,christian democrats,exact,TRUE
FI,Social Democratic Party,social democratic party,True Finns,true finns,none,FALSE
FI,True Finns,true finns,True Finns,true finns,exact,TRUE
FI,Green League,green league,The National Coalition Party,the national coalition party,none,FALSE
FI,Left Alliance,left alliance,Green League,green league,none,FALSE
FI,Left Alliance,left alliance,Social Democratic Party,social democratic party,none,FALSE
FI,Social Democratic Party,social democratic party,Left Alliance,left alliance,none,FALSE
FI,"Liberals, (The liberal party of Finland)",liberals the liberal party of finland,The National Coalition Party,the national coalition party,none,FALSE
FI,The National Coalition Party,the national coalition party,The Centre Party,the centre party,none,FALSE
FI,Green League,green league,Left Alliance,left alliance,none,FALSE
FI,Christian Democrats,christian democrats,Green League,green league,none,FALSE
FI,Social Democratic Party,social democratic party,The National Coalition Party,the national coalition party,none,FALSE
FI,The Centre Party,the centre party,The National Coalition Party,the national coalition party,none,FALSE
FI,Communist Party,communist party,The National Coalition Party,the national coalition party,none,FALSE
FI,Social Democratic Party,social democratic party,The Centre Party,the centre party,none,FALSE
FI,Green League,green league,The Centre Party,the centre party,none,FALSE
FI,Social Democratic Party,social democratic party,Christian Democrats,christian democrats,none,FALSE
FI,Communist Party,communist party,Communist Party,communist party,exact,TRUE
FI,Communist Party,communist party,Left Alliance,left alliance,none,FALSE
FI,The Centre Party,the centre party,Social Democratic Party,social democratic party,none,FALSE
FI,Christian Democrats,christian democrats,Left Alliance,left alliance,none,FALSE
FI,The National Coalition Party,the national coalition party,Green League,green league,none,FALSE
FI,Social Democratic Party,social democratic party,Green League,green league,none,FALSE
FI,The Communist Workers' Party,the communist workers party,The Communist Workers' Party,the communist workers party,exact,TRUE
FI,The Swedish People's Party (SPP),the swedish people s party spp,The Swedish People's Party (SPP),the swedish people s party spp,exact,TRUE
FI,The Centre Party,the centre party,Green League,green league,none,FALSE
FI,The Centre Party,the centre party,The Swedish People's Party (SPP),the swedish people s party spp,none,FALSE
FI,Christian Democrats,christian democrats,The Swedish People's Party (SPP),the swedish people s party spp,none,FALSE
FI,The Swedish People's Party (SPP),the swedish people s party spp,The Centre Party,the centre party,none,FALSE
FI,Green League,green league,The Swedish People's Party (SPP),the swedish people s party spp,none,FALSE
FI,True Finns,true finns,The Centre Party,the centre party,none,FALSE
FI,The National Coalition Party,the national coalition party,True Finns,true finns,none,FALSE
FI,The Liberal Party - Freedom to Choose,the liberal party freedom to choose,The Liberal Party - Freedom to Choose,the liberal party freedom to choose,exact,TRUE
FI,The Swedish People's Party (SPP),the swedish people s party spp,Green League,green league,none,FALSE
FI,Social Democratic Party,social democratic party,Movement Now,movement now,none,FALSE
FI,The National Coalition Party,the national coalition party,The Liberal Party - Freedom to Choose,the liberal party freedom to choose,none,FALSE
FI,Social Democratic Party,social democratic party,The Swedish People's Party (SPP),the swedish people s party spp,none,FALSE
FI,The Centre Party,the centre party,Left Alliance,left alliance,none,FALSE
FI,True Finns,true finns,Social Democratic Party,social democratic party,none,FALSE
FI,Pirate Party,pirate party,Pirate Party,pirate party,exact,TRUE
FI,True Finns,true finns,Freedom Alliance,freedom alliance,none,FALSE
FI,Christian Democrats,christian democrats,The National Coalition Party,the national coalition party,none,FALSE
FI,The Centre Party,the centre party,True Finns,true finns,none,FALSE
FI,Green League,green league,Christian Democrats,christian democrats,none,FALSE
FI,True Finns,true finns,Christian Democrats,christian democrats,none,FALSE
FI,Animal Justice Party,animal justice party,Animal Justice Party,animal justice party,exact,TRUE
FI,True Finns,true finns,The National Coalition Party,the national coalition party,none,FALSE
FI,Freedom Alliance,freedom alliance,Freedom Alliance,freedom alliance,exact,TRUE
FI,Open Party,open party,True Finns,true finns,none,FALSE
FI,Left Alliance,left alliance,The Swedish People's Party (SPP),the swedish people s party spp,none,FALSE
FI,Green League,green league,Movement Now,movement now,none,FALSE
FI,För Åland,for aland,För Åland,for aland,exact,TRUE
FI,Christian Democrats,christian democrats,True Finns,true finns,none,FALSE
FI,True Finns,true finns,Left Alliance,left alliance,none,FALSE
FI,True Finns,true finns,The Swedish People's Party (SPP),the swedish people s party spp,none,FALSE
FI,The National Coalition Party,the national coalition party,Christian Democrats,christian democrats,none,FALSE
FI,Movement Now,movement now,Movement Now,movement now,exact,TRUE
FI,Green League,green league,Pirate Party,pirate party,none,FALSE
FI,The National Coalition Party,the national coalition party,Movement Now,movement now,none,FALSE
FI,Movement Now,movement now,True Finns,true finns,none,FALSE
FI,The Swedish People's Party (SPP),the swedish people s party spp,Social Democratic Party,social democratic party,none,FALSE
FI,The Swedish People's Party (SPP),the swedish people s party spp,Christian Democrats,christian democrats,none,FALSE
FI,The National Coalition Party,the national coalition party,The Swedish People's Party (SPP),the swedish people s party spp,none,FALSE
FI,True Finns,true finns,Green League,green league,none,FALSE
FI,True Finns,true finns,Movement Now,movement now,none,FALSE
FI,Movement Now,movement now,The Centre Party,the centre party,none,FALSE
FI,True Finns,true finns,Pirate Party,pirate party,none,FALSE
FI,"Liberals, (The liberal party of Finland)",liberals the liberal party of finland,"Liberals, (The liberal party of Finland)",liberals the liberal party of finland,exact,TRUE
FI,Social Democratic Party,social democratic party,Communist Party,communist party,none,FALSE
FI,The National Coalition Party,the national coalition party,Left Alliance,left alliance,none,FALSE
FI,Left Alliance,left alliance,True Finns,true finns,none,FALSE
FI,Christian Democrats,christian democrats,Social Democratic Party,social democratic party,none,FALSE
FI,The National Coalition Party,the national coalition party,Communist Party,communist party,none,FALSE
FI,Left Alliance,left alliance,Christian Democrats,christian democrats,none,FALSE
FI,Green League,green league,True Finns,true finns,none,FALSE
FI,"Liberals, (The liberal party of Finland)",liberals the liberal party of finland,The Centre Party,the centre party,none,FALSE
FI,Senior Citizens' Party,senior citizens party,Senior Citizens' Party,senior citizens party,exact,TRUE
FI,Workers' Party,workers party,Communist Party,communist party,none,FALSE
FI,Communist Party,communist party,Green League,green league,none,FALSE
FI,The Communist Workers' Party,the communist workers party,Social Democratic Party,social democratic party,none,FALSE
FI,Left Alliance,left alliance,The Centre Party,the centre party,none,FALSE
FI,Left Alliance,left alliance,Independence Party,independence party,none,FALSE
FI,Change 2011,change 2011,Change 2011,change 2011,exact,TRUE
FI,Pirate Party,pirate party,Green League,green league,none,FALSE
FI,Left Alliance,left alliance,Pirate Party,pirate party,none,FALSE
FI,Pirate Party,pirate party,True Finns,true finns,none,FALSE
FI,Independence Party,independence party,True Finns,true finns,none,FALSE
FI,Communist Party,communist party,Workers' Party,workers party,none,FALSE
FI,Independence Party,independence party,Pirate Party,pirate party,none,FALSE
FI,True Finns,true finns,Freedom Party,freedom party,none,FALSE
FI,Blue Reform,blue reform,Left Alliance,left alliance,none,FALSE
FI,Independence Party,independence party,Green League,green league,none,FALSE
FI,The National Coalition Party,the national coalition party,Freedom Party,freedom party,none,FALSE
FI,Blue Reform,blue reform,True Finns,true finns,none,FALSE
FI,Liberal Party - Freedom to Choose,liberal party freedom to choose,The National Coalition Party,the national coalition party,none,FALSE
FI,Green League,green league,Workers' Party,workers party,none,FALSE
FI,Independence Party,independence party,Independence Party,independence party,exact,TRUE
FI,Feminist Party,feminist party,Left Alliance,left alliance,none,FALSE
FI,Communist Party,communist party,True Finns,true finns,none,FALSE
FI,Feminist Party,feminist party,Green League,green league,none,FALSE
FI,True Finns,true finns,Independence Party,independence party,none,FALSE
FI,Liberal Party - Freedom to Choose,liberal party freedom to choose,Pirate Party,pirate party,none,FALSE
FR,FI (La France Insoumise),fi la france insoumise,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,none,FALSE
FR,PCF (Parti Communiste Français),pcf parti communiste francais,PCF (Parti Communiste Français),pcf parti communiste francais,exact,TRUE
FR,LR (Les Républicains),lr les republicains,LR (Les Républicains),lr les republicains,exact,TRUE
FR,PS (Parti Socialiste),ps parti socialiste,PS (Parti Socialiste),ps parti socialiste,exact,TRUE
FR,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,exact,TRUE
FR,FN (Front National),fn front national,FN (Front National),fn front national,exact,TRUE
FR,LR (Les Républicains),lr les republicains,LREM (La République en Marche),lrem la republique en marche,none,FALSE
FR,LREM (La République en Marche),lrem la republique en marche,LREM (La République en Marche),lrem la republique en marche,exact,TRUE
FR,FI (La France Insoumise),fi la france insoumise,FI (La France Insoumise),fi la france insoumise,exact,TRUE
FR,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,LREM (La République en Marche),lrem la republique en marche,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,LR (Les Républicains),lr les republicains,none,FALSE
FR,LREM (La République en Marche),lrem la republique en marche,LR (Les Républicains),lr les republicains,none,FALSE
FR,LO (Lutte Ouvrière),lo lutte ouvriere,LO (Lutte Ouvrière),lo lutte ouvriere,exact,TRUE
FR,FN (Front National),fn front national,Debout la France,debout la france,none,FALSE
FR,NPA (Nouveau Parti Anti-Capitaliste),npa nouveau parti anti capitaliste,FI (La France Insoumise),fi la france insoumise,none,FALSE
FR,Autre,autre,FN (Front National),fn front national,none,FALSE
FR,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,FN (Front National),fn front national,none,FALSE
FR,LR (Les Républicains),lr les republicains,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,FN (Front National),fn front national,PCF (Parti Communiste Français),pcf parti communiste francais,none,FALSE
FR,MODEM (Mouvement Démocrate),modem mouvement democrate,MODEM (Mouvement Démocrate),modem mouvement democrate,exact,TRUE
FR,MODEM (Mouvement Démocrate),modem mouvement democrate,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,Autre,autre,LR (Les Républicains),lr les republicains,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,LREM (La République en Marche),lrem la republique en marche,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,Autre,autre,none,FALSE
FR,LREM (La République en Marche),lrem la republique en marche,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,none,FALSE
FR,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,FI (La France Insoumise),fi la france insoumise,none,FALSE
FR,PCF (Parti Communiste Français),pcf parti communiste francais,FI (La France Insoumise),fi la france insoumise,none,FALSE
FR,FI (La France Insoumise),fi la france insoumise,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,LR (Les Républicains),lr les republicains,Debout la France,debout la france,none,FALSE
FR,LREM (La République en Marche),lrem la republique en marche,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,Autre,autre,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,none,FALSE
FR,LR (Les Républicains),lr les republicains,MODEM (Mouvement Démocrate),modem mouvement democrate,none,FALSE
FR,FN (Front National),fn front national,Blanc,blanc,none,FALSE
FR,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,FI (La France Insoumise),fi la france insoumise,LR (Les Républicains),lr les republicains,none,FALSE
FR,PCF (Parti Communiste Français),pcf parti communiste francais,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,FI (La France Insoumise),fi la france insoumise,none,FALSE
FR,LREM (La République en Marche),lrem la republique en marche,MODEM (Mouvement Démocrate),modem mouvement democrate,none,FALSE
FR,Debout la France,debout la france,LR (Les Républicains),lr les republicains,none,FALSE
FR,FN (Front National),fn front national,LR (Les Républicains),lr les republicains,none,FALSE
FR,LO (Lutte Ouvrière),lo lutte ouvriere,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,none,FALSE
FR,MODEM (Mouvement Démocrate),modem mouvement democrate,LREM (La République en Marche),lrem la republique en marche,none,FALSE
FR,FN (Front National),fn front national,LREM (La République en Marche),lrem la republique en marche,none,FALSE
FR,MODEM (Mouvement Démocrate),modem mouvement democrate,Blanc,blanc,none,FALSE
FR,Debout la France,debout la france,Debout la France,debout la france,exact,TRUE
FR,Autre,autre,Autre,autre,exact,TRUE
FR,FN (Front National),fn front national,LO (Lutte Ouvrière),lo lutte ouvriere,none,FALSE
FR,NPA (Nouveau Parti Anti-Capitaliste),npa nouveau parti anti capitaliste,NPA (Nouveau Parti Anti-Capitaliste),npa nouveau parti anti capitaliste,exact,TRUE
FR,LO (Lutte Ouvrière),lo lutte ouvriere,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,LR (Les Républicains),lr les republicains,NPA (Nouveau Parti Anti-Capitaliste),npa nouveau parti anti capitaliste,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,LO (Lutte Ouvrière),lo lutte ouvriere,none,FALSE
FR,LREM (La République en Marche),lrem la republique en marche,FN (Front National),fn front national,none,FALSE
FR,LO (Lutte Ouvrière),lo lutte ouvriere,LR (Les Républicains),lr les republicains,none,FALSE
FR,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,LR (Les Républicains),lr les republicains,none,FALSE
FR,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,MODEM (Mouvement Démocrate),modem mouvement democrate,none,FALSE
FR,NPA (Nouveau Parti Anti-Capitaliste),npa nouveau parti anti capitaliste,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,none,FALSE
FR,Debout la France,debout la france,FN (Front National),fn front national,none,FALSE
FR,LREM (La République en Marche),lrem la republique en marche,Debout la France,debout la france,none,FALSE
FR,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,exact,TRUE
FR,PC (Parti communiste),pc parti communiste,PC (Parti communiste),pc parti communiste,exact,TRUE
FR,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,Autre,autre,none,FALSE
FR,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,UDF (Union pour la Démocratie Française),udf union pour la democratie francaise,none,FALSE
FR,UDF (Union pour la Démocratie Française),udf union pour la democratie francaise,UDF (Union pour la Démocratie Française),udf union pour la democratie francaise,exact,TRUE
FR,Les Verts,les verts,Les Verts,les verts,exact,TRUE
FR,"CPNT (Chasse, Pêche, Nature et Traditions)",cpnt chasse peche nature et traditions,"CPNT (Chasse, Pêche, Nature et Traditions)",cpnt chasse peche nature et traditions,exact,TRUE
FR,RPF (Rassemblement du Peuple Français),rpf rassemblement du peuple francais,RPF (Rassemblement du Peuple Français),rpf rassemblement du peuple francais,exact,TRUE
FR,UDF (Union pour la Démocratie Française),udf union pour la democratie francaise,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,none,FALSE
FR,UDF (Union pour la Démocratie Française),udf union pour la democratie francaise,"CPNT (Chasse, Pêche, Nature et Traditions)",cpnt chasse peche nature et traditions,none,FALSE
FR,FN (Front National),fn front national,Les Verts,les verts,none,FALSE
FR,FN (Front National),fn front national,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,PC (Parti communiste),pc parti communiste,none,FALSE
FR,RPF (Rassemblement du Peuple Français),rpf rassemblement du peuple francais,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,LO (Lutte ouvrière),lo lutte ouvriere,DL (Démocratie Libérale),dl democratie liberale,none,FALSE
FR,UDF (Union pour la Démocratie Française),udf union pour la democratie francaise,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,Autre,autre,Les Verts,les verts,none,FALSE
FR,LO (Lutte ouvrière),lo lutte ouvriere,LO (Lutte ouvrière),lo lutte ouvriere,exact,TRUE
FR,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,"CPNT (Chasse, Pêche, Nature et Traditions)",cpnt chasse peche nature et traditions,none,FALSE
FR,MPF (Mouvement pour la France),mpf mouvement pour la france,MPF (Mouvement pour la France),mpf mouvement pour la france,exact,TRUE
FR,MPF (Mouvement pour la France),mpf mouvement pour la france,FN (Front National),fn front national,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,FN (Front National),fn front national,none,FALSE
FR,MNR (Mouvement National Républicain),mnr mouvement national republicain,MNR (Mouvement National Républicain),mnr mouvement national republicain,exact,TRUE
FR,PS (Parti Socialiste),ps parti socialiste,Les Verts,les verts,none,FALSE
FR,LCR (ligue communiste révolutionnaire),lcr ligue communiste revolutionnaire,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,FN (Front National),fn front national,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,none,FALSE
FR,Autres mouvements écologistes,autres mouvements ecologistes,Autres mouvements écologistes,autres mouvements ecologistes,exact,TRUE
FR,LO (Lutte ouvrière),lo lutte ouvriere,Les Verts,les verts,none,FALSE
FR,UDF (Union pour la Démocratie Française),udf union pour la democratie francaise,RPF (Rassemblement du Peuple Français),rpf rassemblement du peuple francais,none,FALSE
FR,Les Verts,les verts,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,RPF (Rassemblement du Peuple Français),rpf rassemblement du peuple francais,FN (Front National),fn front national,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,UDF (Union pour la Démocratie Française),udf union pour la democratie francaise,none,FALSE
FR,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,FN (Front National),fn front national,none,FALSE
FR,RPF (Rassemblement du Peuple Français),rpf rassemblement du peuple francais,"CPNT (Chasse, Pêche, Nature et Traditions)",cpnt chasse peche nature et traditions,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,MNR (Mouvement National Républicain),mnr mouvement national republicain,none,FALSE
FR,Autres mouvements écologistes,autres mouvements ecologistes,Les Verts,les verts,none,FALSE
FR,UDF (Union pour la Démocratie Française),udf union pour la democratie francaise,Autres mouvements écologistes,autres mouvements ecologistes,none,FALSE
FR,Autre,autre,RPF (Rassemblement du Peuple Français),rpf rassemblement du peuple francais,none,FALSE
FR,UDF (Union pour la Démocratie Française),udf union pour la democratie francaise,MPF (Mouvement pour la France),mpf mouvement pour la france,none,FALSE
FR,MDC (Mouvement des citoyens),mdc mouvement des citoyens,MDC (Mouvement des citoyens),mdc mouvement des citoyens,exact,TRUE
FR,LCR (ligue communiste révolutionnaire),lcr ligue communiste revolutionnaire,LCR (ligue communiste révolutionnaire),lcr ligue communiste revolutionnaire,exact,TRUE
FR,LCR (ligue communiste révolutionnaire),lcr ligue communiste revolutionnaire,PC (Parti communiste),pc parti communiste,none,FALSE
FR,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,RPF (Rassemblement du Peuple Français),rpf rassemblement du peuple francais,none,FALSE
FR,UDF (Union pour la Démocratie Française),udf union pour la democratie francaise,Les Verts,les verts,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,"CPNT (Chasse, Pêche, Nature et Traditions)",cpnt chasse peche nature et traditions,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,none,FALSE
FR,DL (Démocratie Libérale),dl democratie liberale,DL (Démocratie Libérale),dl democratie liberale,exact,TRUE
FR,Les Verts,les verts,Autre,autre,none,FALSE
FR,PC (Parti communiste),pc parti communiste,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,MPF (Mouvement pour la France),mpf mouvement pour la france,none,FALSE
FR,"CPNT (Chasse, Pêche, Nature et Traditions)",cpnt chasse peche nature et traditions,PS (Parti Socialiste),ps parti socialiste,none,FALSE
FR,FN (Front National),fn front national,UDF (Union pour la Démocratie Française),udf union pour la democratie francaise,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,Autres mouvements écologistes,autres mouvements ecologistes,none,FALSE
FR,Autre,autre,PC (Parti communiste),pc parti communiste,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,RPF (Rassemblement du Peuple Français),rpf rassemblement du peuple francais,none,FALSE
FR,RPF (Rassemblement du Peuple Français),rpf rassemblement du peuple francais,UMP (Union de la Majorité Présidentielle),ump union de la majorite presidentielle,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,"NUPES (Nouvelle Union Populaire Ecologique et Sociale: FI, EELV, PCF, PS)",nupes nouvelle union populaire ecologique et sociale fi eelv pcf ps,acronym,TRUE
FR,Renaissance (ex La République en Marche !),renaissance ex la republique en marche,"Ensemble ! (LREM, MODEM et Horizons)",ensemble lrem modem et horizons,none,TRUE
FR,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,Les Républicains et l’UDI,les republicains et l udi,none,FALSE
FR,"Le Rassemblement National (RN, ex Front National)",le rassemblement national rn ex front national,Le Rassemblement national (ex Front National),le rassemblement national ex front national,first word,TRUE
FR,FI (La France Insoumise),fi la france insoumise,"NUPES (Nouvelle Union Populaire Ecologique et Sociale: FI, EELV, PCF, PS)",nupes nouvelle union populaire ecologique et sociale fi eelv pcf ps,acronym,TRUE
FR,LR (Les Républicains),lr les republicains,Le Rassemblement national (ex Front National),le rassemblement national ex front national,none,FALSE
FR,FI (La France Insoumise),fi la france insoumise,"l’Union pour la France (Debout la France, Les Patriotes et Génération Frexit)",l union pour la france debout la france les patriotes et generation frexit,none,FALSE
FR,MODEM (Mouvement Démocrate),modem mouvement democrate,"Ensemble ! (LREM, MODEM et Horizons)",ensemble lrem modem et horizons,acronym,TRUE
FR,LR (Les Républicains),lr les republicains,Les Républicains et l’UDI,les republicains et l udi,none,TRUE
FR,PS (Parti Socialiste),ps parti socialiste,Un candidat divers gauche,un candidat divers gauche,none,FALSE
FR,Reconquête !,reconquete,Reconquête !,reconquete,exact,TRUE
FR,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,"NUPES (Nouvelle Union Populaire Ecologique et Sociale: FI, EELV, PCF, PS)",nupes nouvelle union populaire ecologique et sociale fi eelv pcf ps,acronym,TRUE
FR,"Le Rassemblement National (RN, ex Front National)",le rassemblement national rn ex front national,"l’Union pour la France (Debout la France, Les Patriotes et Génération Frexit)",l union pour la france debout la france les patriotes et generation frexit,none,FALSE
FR,MODEM (Mouvement Démocrate),modem mouvement democrate,Le Rassemblement national (ex Front National),le rassemblement national ex front national,none,FALSE
FR,FI (La France Insoumise),fi la france insoumise,"Ensemble ! (LREM, MODEM et Horizons)",ensemble lrem modem et horizons,none,FALSE
FR,Reconquête !,reconquete,Le Rassemblement national (ex Front National),le rassemblement national ex front national,none,FALSE
FR,Horizons,horizons,"Ensemble ! (LREM, MODEM et Horizons)",ensemble lrem modem et horizons,contained,TRUE
FR,PCF (Parti Communiste Français),pcf parti communiste francais,"NUPES (Nouvelle Union Populaire Ecologique et Sociale: FI, EELV, PCF, PS)",nupes nouvelle union populaire ecologique et sociale fi eelv pcf ps,acronym,TRUE
FR,LR (Les Républicains),lr les republicains,"Ensemble ! (LREM, MODEM et Horizons)",ensemble lrem modem et horizons,none,FALSE
FR,Renaissance (ex La République en Marche !),renaissance ex la republique en marche,Les Républicains et l’UDI,les republicains et l udi,none,FALSE
FR,"Le Rassemblement National (RN, ex Front National)",le rassemblement national rn ex front national,"Ensemble ! (LREM, MODEM et Horizons)",ensemble lrem modem et horizons,none,FALSE
FR,MODEM (Mouvement Démocrate),modem mouvement democrate,Un candidat divers gauche,un candidat divers gauche,none,FALSE
FR,Horizons,horizons,Les Républicains et l’UDI,les republicains et l udi,none,FALSE
FR,PCF (Parti Communiste Français),pcf parti communiste francais,LO (Lutte Ouvrière),lo lutte ouvriere,none,FALSE
FR,Horizons,horizons,"l’Union pour la France (Debout la France, Les Patriotes et Génération Frexit)",l union pour la france debout la france les patriotes et generation frexit,none,FALSE
FR,Renaissance (ex La République en Marche !),renaissance ex la republique en marche,Le Rassemblement national (ex Front National),le rassemblement national ex front national,none,FALSE
FR,Renaissance (ex La République en Marche !),renaissance ex la republique en marche,Blanc,blanc,none,FALSE
FR,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,"Ensemble ! (LREM, MODEM et Horizons)",ensemble lrem modem et horizons,none,FALSE
FR,FI (La France Insoumise),fi la france insoumise,Blanc,blanc,none,FALSE
FR,LR (Les Républicains),lr les republicains,"l’Union pour la France (Debout la France, Les Patriotes et Génération Frexit)",l union pour la france debout la france les patriotes et generation frexit,none,FALSE
FR,Autre,autre,"l’Union pour la France (Debout la France, Les Patriotes et Génération Frexit)",l union pour la france debout la france les patriotes et generation frexit,none,FALSE
FR,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,Un candidat divers gauche,un candidat divers gauche,none,FALSE
FR,FI (La France Insoumise),fi la france insoumise,Un candidat divers gauche,un candidat divers gauche,none,FALSE
FR,Autre,autre,NPA (Nouveau Parti Anti-Capitaliste),npa nouveau parti anti capitaliste,none,FALSE
FR,FI (La France Insoumise),fi la france insoumise,Autre,autre,none,FALSE
FR,EELV (Europe Ecologie Les Verts),eelv europe ecologie les verts,Blanc,blanc,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,Reconquête !,reconquete,none,FALSE
FR,PCF (Parti Communiste Français),pcf parti communiste francais,Un candidat divers gauche,un candidat divers gauche,none,FALSE
FR,PS (Parti Socialiste),ps parti socialiste,"Ensemble ! (LREM, MODEM et Horizons)",ensemble lrem modem et horizons,none,FALSE
