source,country_unit,country_iso3,year,vote_item_type,n_eff,w_total,vote_neg_available,cell,w,n_raw,share
CSES IMD,AUT,AUT,2008,past_vote,1158,1158,TRUE,attached_and_no_vote,58,58,0.05008635578583765
CSES IMD,AUT,AUT,2008,past_vote,1158,1158,TRUE,attached_and_voted,771,771,0.6658031088082902
CSES IMD,AUT,AUT,2008,past_vote,1158,1158,TRUE,dk_attachment_and_no_vote,2,2,0.0017271157167530224
CSES IMD,AUT,AUT,2008,past_vote,1158,1158,TRUE,dk_attachment_and_voted,5,5,0.004317789291882556
CSES IMD,AUT,AUT,2008,past_vote,1158,1158,TRUE,not_asked,6,6,0.0051813471502590676
CSES IMD,AUT,AUT,2008,past_vote,1158,1158,TRUE,not_attached_and_no_vote,98,98,0.0846286701208981
CSES IMD,AUT,AUT,2008,past_vote,1158,1158,TRUE,not_attached_but_voted,218,218,0.18825561312607944
CSES IMD,AUT,AUT,2013,past_vote,999,999,TRUE,attached_and_no_vote,22,22,0.022022022022022022
CSES IMD,AUT,AUT,2013,past_vote,999,999,TRUE,attached_and_voted,585,585,0.5855855855855856
CSES IMD,AUT,AUT,2013,past_vote,999,999,TRUE,dk_attachment_and_no_vote,3,3,0.003003003003003003
CSES IMD,AUT,AUT,2013,past_vote,999,999,TRUE,dk_attachment_and_voted,9,9,0.009009009009009009
CSES IMD,AUT,AUT,2013,past_vote,999,999,TRUE,not_attached_and_no_vote,51,51,0.05105105105105105
CSES IMD,AUT,AUT,2013,past_vote,999,999,TRUE,not_attached_but_voted,329,329,0.32932932932932935
CSES IMD,AUT,AUT,2017,past_vote,1202,1202,TRUE,attached_and_no_vote,25,25,0.020798668885191347
CSES IMD,AUT,AUT,2017,past_vote,1202,1202,TRUE,attached_and_voted,864,864,0.718801996672213
CSES IMD,AUT,AUT,2017,past_vote,1202,1202,TRUE,dk_attachment_and_no_vote,1,1,8.319467554076539e-4
CSES IMD,AUT,AUT,2017,past_vote,1202,1202,TRUE,dk_attachment_and_voted,14,14,0.011647254575707155
CSES IMD,AUT,AUT,2017,past_vote,1202,1202,TRUE,not_attached_and_no_vote,49,49,0.04076539101497504
CSES IMD,AUT,AUT,2017,past_vote,1202,1202,TRUE,not_attached_but_voted,249,249,0.20715474209650583
CSES IMD,BEL,BEL,1999,past_vote,2179,2179,TRUE,attached_and_no_vote,43,43,0.01973382285452042
CSES IMD,BEL,BEL,1999,past_vote,2179,2179,TRUE,attached_and_voted,1816,1816,0.833409821018816
CSES IMD,BEL,BEL,1999,past_vote,2179,2179,TRUE,not_asked,220,220,0.10096374483708123
CSES IMD,BEL,BEL,1999,past_vote,2179,2179,TRUE,not_attached_and_no_vote,2,2,9.178522257916476e-4
CSES IMD,BEL,BEL,1999,past_vote,2179,2179,TRUE,not_attached_but_voted,98,98,0.04497475906379073
CSES IMD,BEL,BEL,2003,past_vote,2014,2014,TRUE,attached_and_no_vote,37,37,0.018371400198609732
CSES IMD,BEL,BEL,2003,past_vote,2014,2014,TRUE,attached_and_voted,706,706,0.35054617676266137
CSES IMD,BEL,BEL,2003,past_vote,2014,2014,TRUE,dk_attachment_and_no_vote,2,2,9.930486593843098e-4
CSES IMD,BEL,BEL,2003,past_vote,2014,2014,TRUE,dk_attachment_and_voted,62,62,0.030784508440913606
CSES IMD,BEL,BEL,2003,past_vote,2014,2014,TRUE,not_attached_and_no_vote,69,69,0.03426017874875869
CSES IMD,BEL,BEL,2003,past_vote,2014,2014,TRUE,not_attached_but_voted,1138,1138,0.5650446871896723
CSES IMD,BEL,BEL,2019,past_vote,1737,1737,TRUE,attached_and_no_vote,69,69,0.039723661485319514
CSES IMD,BEL,BEL,2019,past_vote,1737,1737,TRUE,attached_and_voted,1061,1061,0.6108232584916523
CSES IMD,BEL,BEL,2019,past_vote,1737,1737,TRUE,not_asked,85,85,0.048934945308002305
CSES IMD,BEL,BEL,2019,past_vote,1737,1737,TRUE,not_attached_and_no_vote,60,60,0.03454231433506045
CSES IMD,BEL,BEL,2019,past_vote,1737,1737,TRUE,not_attached_but_voted,462,462,0.2659758203799655
CSES IMD,BGR,BGR,2001,past_vote,1482,1482,TRUE,attached_and_no_vote,95,95,0.0641025641025641
CSES IMD,BGR,BGR,2001,past_vote,1482,1482,TRUE,attached_and_voted,924,924,0.6234817813765182
CSES IMD,BGR,BGR,2001,past_vote,1482,1482,TRUE,not_attached_and_no_vote,218,218,0.14709851551956815
CSES IMD,BGR,BGR,2001,past_vote,1482,1482,TRUE,not_attached_but_voted,245,245,0.16531713900134953
CSES IMD,BGR,BGR,2014,past_vote,993,993,TRUE,attached_and_no_vote,39,39,0.03927492447129909
CSES IMD,BGR,BGR,2014,past_vote,993,993,TRUE,attached_and_voted,508,508,0.5115810674723061
CSES IMD,BGR,BGR,2014,past_vote,993,993,TRUE,dk_attachment_and_voted,17,17,0.017119838872104734
CSES IMD,BGR,BGR,2014,past_vote,993,993,TRUE,not_attached_and_no_vote,256,256,0.2578046324269889
CSES IMD,BGR,BGR,2014,past_vote,993,993,TRUE,not_attached_but_voted,173,173,0.17421953675730112
CSES IMD,CZE,CZE,1996,past_vote,1229,1229,TRUE,attached_and_no_vote,61,61,0.04963384865744508
CSES IMD,CZE,CZE,1996,past_vote,1229,1229,TRUE,attached_and_voted,836,836,0.6802278275020341
CSES IMD,CZE,CZE,1996,past_vote,1229,1229,TRUE,dk_attachment_and_no_vote,15,15,0.012205044751830757
CSES IMD,CZE,CZE,1996,past_vote,1229,1229,TRUE,dk_attachment_and_voted,87,87,0.07078925956061839
CSES IMD,CZE,CZE,1996,past_vote,1229,1229,TRUE,not_asked,2,2,0.0016273393002441008
CSES IMD,CZE,CZE,1996,past_vote,1229,1229,TRUE,not_attached_and_no_vote,53,53,0.043124491456468676
CSES IMD,CZE,CZE,1996,past_vote,1229,1229,TRUE,not_attached_but_voted,175,175,0.14239218877135884
CSES IMD,CZE,CZE,2002,past_vote,941,941,TRUE,attached_and_no_vote,68,68,0.07226354941551541
CSES IMD,CZE,CZE,2002,past_vote,941,941,TRUE,attached_and_voted,532,532,0.565356004250797
CSES IMD,CZE,CZE,2002,past_vote,941,941,TRUE,dk_attachment_and_no_vote,27,27,0.028692879914984058
CSES IMD,CZE,CZE,2002,past_vote,941,941,TRUE,dk_attachment_and_voted,39,39,0.04144527098831031
CSES IMD,CZE,CZE,2002,past_vote,941,941,TRUE,not_asked,19,19,0.020191285866099893
CSES IMD,CZE,CZE,2002,past_vote,941,941,TRUE,not_attached_and_no_vote,151,151,0.16046758767268862
CSES IMD,CZE,CZE,2002,past_vote,941,941,TRUE,not_attached_but_voted,105,105,0.11158342189160468
CSES IMD,CZE,CZE,2006,past_vote,1994,1994,TRUE,attached_and_no_vote,109,109,0.054663991975927785
CSES IMD,CZE,CZE,2006,past_vote,1994,1994,TRUE,attached_and_voted,1067,1067,0.5351053159478435
CSES IMD,CZE,CZE,2006,past_vote,1994,1994,TRUE,dk_attachment_and_no_vote,31,31,0.015546639919759278
CSES IMD,CZE,CZE,2006,past_vote,1994,1994,TRUE,dk_attachment_and_voted,87,87,0.043630892678034106
CSES IMD,CZE,CZE,2006,past_vote,1994,1994,TRUE,not_attached_and_no_vote,379,379,0.1900702106318957
CSES IMD,CZE,CZE,2006,past_vote,1994,1994,TRUE,not_attached_but_voted,321,321,0.16098294884653963
CSES IMD,CZE,CZE,2010,past_vote,1834,1834,TRUE,attached_and_no_vote,114,114,0.062159214830970554
CSES IMD,CZE,CZE,2010,past_vote,1834,1834,TRUE,attached_and_voted,899,899,0.49018538713195203
CSES IMD,CZE,CZE,2010,past_vote,1834,1834,TRUE,dk_attachment_and_no_vote,26,26,0.014176663031624863
CSES IMD,CZE,CZE,2010,past_vote,1834,1834,TRUE,dk_attachment_and_voted,70,70,0.03816793893129771
CSES IMD,CZE,CZE,2010,past_vote,1834,1834,TRUE,not_attached_and_no_vote,388,388,0.21155943293347873
CSES IMD,CZE,CZE,2010,past_vote,1834,1834,TRUE,not_attached_but_voted,337,337,0.1837513631406761
CSES IMD,CZE,CZE,2013,past_vote,1632,1632,TRUE,attached_and_no_vote,77,77,0.04718137254901961
CSES IMD,CZE,CZE,2013,past_vote,1632,1632,TRUE,attached_and_voted,698,698,0.42769607843137253
CSES IMD,CZE,CZE,2013,past_vote,1632,1632,TRUE,dk_attachment_and_no_vote,23,23,0.014093137254901961
CSES IMD,CZE,CZE,2013,past_vote,1632,1632,TRUE,dk_attachment_and_voted,46,46,0.028186274509803922
CSES IMD,CZE,CZE,2013,past_vote,1632,1632,TRUE,not_asked,5,5,0.0030637254901960784
CSES IMD,CZE,CZE,2013,past_vote,1632,1632,TRUE,not_attached_and_no_vote,415,415,0.2542892156862745
CSES IMD,CZE,CZE,2013,past_vote,1632,1632,TRUE,not_attached_but_voted,368,368,0.22549019607843138
CSES IMD,CZE,CZE,2017,past_vote,1547,1547,TRUE,attached_and_no_vote,106,106,0.06851971557853911
CSES IMD,CZE,CZE,2017,past_vote,1547,1547,TRUE,attached_and_voted,716,716,0.46283128636069815
CSES IMD,CZE,CZE,2017,past_vote,1547,1547,TRUE,dk_attachment_and_no_vote,35,35,0.02262443438914027
CSES IMD,CZE,CZE,2017,past_vote,1547,1547,TRUE,dk_attachment_and_voted,71,71,0.04589528118939883
CSES IMD,CZE,CZE,2017,past_vote,1547,1547,TRUE,not_attached_and_no_vote,381,381,0.24628312863606983
CSES IMD,CZE,CZE,2017,past_vote,1547,1547,TRUE,not_attached_but_voted,238,238,0.15384615384615385
CSES IMD,CZE,CZE,2021,past_vote,1468,1468,TRUE,attached_and_no_vote,55,55,0.03746594005449591
CSES IMD,CZE,CZE,2021,past_vote,1468,1468,TRUE,attached_and_voted,710,710,0.48365122615803813
CSES IMD,CZE,CZE,2021,past_vote,1468,1468,TRUE,dk_attachment_and_no_vote,13,13,0.008855585831062671
CSES IMD,CZE,CZE,2021,past_vote,1468,1468,TRUE,dk_attachment_and_voted,53,53,0.036103542234332424
CSES IMD,CZE,CZE,2021,past_vote,1468,1468,TRUE,not_attached_and_no_vote,381,381,0.2595367847411444
CSES IMD,CZE,CZE,2021,past_vote,1468,1468,TRUE,not_attached_but_voted,256,256,0.17438692098092642
CSES IMD,DEU,DEU,1998,past_vote,1411.4676630541665,2019.0363,TRUE,attached_and_no_vote,48.4763,43,0.024009622808663717
CSES IMD,DEU,DEU,1998,past_vote,1411.4676630541665,2019.0363,TRUE,attached_and_voted,1313.6193,1257,0.6506169799918903
CSES IMD,DEU,DEU,1998,past_vote,1411.4676630541665,2019.0363,TRUE,dk_attachment_and_no_vote,2.4051,3,0.0011912118667703002
CSES IMD,DEU,DEU,1998,past_vote,1411.4676630541665,2019.0363,TRUE,dk_attachment_and_voted,19.9023,15,0.009857326487889296
CSES IMD,DEU,DEU,1998,past_vote,1411.4676630541665,2019.0363,TRUE,not_asked,1.4564,4,7.213342325742236e-4
CSES IMD,DEU,DEU,1998,past_vote,1411.4676630541665,2019.0363,TRUE,not_attached_and_no_vote,91.9117,101,0.045522559450763715
CSES IMD,DEU,DEU,1998,past_vote,1411.4676630541665,2019.0363,TRUE,not_attached_but_voted,541.2652,596,0.2680809651614486
CSES IMD,DEU,DEU,2002,past_vote,1751.7632957632204,2999.0634,TRUE,attached_and_no_vote,98.1258,106,0.03271881481398493
CSES IMD,DEU,DEU,2002,past_vote,1751.7632957632204,2999.0634,TRUE,attached_and_voted,2158.6208,2113,0.7197649772925775
CSES IMD,DEU,DEU,2002,past_vote,1751.7632957632204,2999.0634,TRUE,dk_attachment_and_voted,4.378,6,0.0014597890794839483
CSES IMD,DEU,DEU,2002,past_vote,1751.7632957632204,2999.0634,TRUE,not_asked,30.852899999999998,32,0.010287511761171837
CSES IMD,DEU,DEU,2002,past_vote,1751.7632957632204,2999.0634,TRUE,not_attached_and_no_vote,101.1202,109,0.033717259861862206
CSES IMD,DEU,DEU,2002,past_vote,1751.7632957632204,2999.0634,TRUE,not_attached_but_voted,605.9657,630,0.20205164719091967
CSES IMD,DEU,DEU,2005,past_vote,1853.528087077683,2017.021,TRUE,attached_and_no_vote,76.907,75,0.038129003118956124
CSES IMD,DEU,DEU,2005,past_vote,1853.528087077683,2017.021,TRUE,attached_and_voted,1558.734,1563,0.7727901692644746
CSES IMD,DEU,DEU,2005,past_vote,1853.528087077683,2017.021,TRUE,not_asked,7.731,7,0.0038328802724413875
CSES IMD,DEU,DEU,2005,past_vote,1853.528087077683,2017.021,TRUE,not_attached_and_no_vote,54.003,53,0.026773642911997447
CSES IMD,DEU,DEU,2005,past_vote,1853.528087077683,2017.021,TRUE,not_attached_but_voted,319.646,319,0.15847430443213037
CSES IMD,DEU,DEU,2009,past_vote,1632.9958266422993,2059.8559,TRUE,attached_and_no_vote,109.42830000000001,106,0.05312425009924238
CSES IMD,DEU,DEU,2009,past_vote,1632.9958266422993,2059.8559,TRUE,attached_and_voted,1202.2657,1181,0.5836649544271518
CSES IMD,DEU,DEU,2009,past_vote,1632.9958266422993,2059.8559,TRUE,dk_attachment_and_no_vote,19.639,18,0.009534162074152856
CSES IMD,DEU,DEU,2009,past_vote,1632.9958266422993,2059.8559,TRUE,dk_attachment_and_voted,59.6788,59,0.02897231791796698
CSES IMD,DEU,DEU,2009,past_vote,1632.9958266422993,2059.8559,TRUE,not_attached_and_no_vote,288.8489,303,0.1402277217547111
CSES IMD,DEU,DEU,2009,past_vote,1632.9958266422993,2059.8559,TRUE,not_attached_but_voted,379.9952,405,0.18447659372677477
CSES IMD,DEU,DEU,2013,past_vote,1415.2376291179849,1885.2341000000001,TRUE,attached_and_no_vote,85.8876,84,0.045558055628210845
CSES IMD,DEU,DEU,2013,past_vote,1415.2376291179849,1885.2341000000001,TRUE,attached_and_voted,1184.1476,1123,0.6281170067950712
CSES IMD,DEU,DEU,2013,past_vote,1415.2376291179849,1885.2341000000001,TRUE,dk_attachment_and_no_vote,5.1405,7,0.0027267170692488536
CSES IMD,DEU,DEU,2013,past_vote,1415.2376291179849,1885.2341000000001,TRUE,dk_attachment_and_voted,41.8348,49,0.022190771957710714
CSES IMD,DEU,DEU,2013,past_vote,1415.2376291179849,1885.2341000000001,TRUE,not_attached_and_no_vote,181.6578,198,0.09635821885462394
CSES IMD,DEU,DEU,2013,past_vote,1415.2376291179849,1885.2341000000001,TRUE,not_attached_but_voted,386.5658,424,0.20504922969513442
CSES IMD,DEU,DEU,2017,past_vote,1878.714802256459,2029.5418000000002,TRUE,attached_and_no_vote,76.62400000000001,77,0.03775433450052618
CSES IMD,DEU,DEU,2017,past_vote,1878.714802256459,2029.5418000000002,TRUE,attached_and_voted,1351.1612,1324,0.665746918836557
CSES IMD,DEU,DEU,2017,past_vote,1878.714802256459,2029.5418000000002,TRUE,dk_attachment_and_no_vote,0.607,1,2.9908228546955765e-4
CSES IMD,DEU,DEU,2017,past_vote,1878.714802256459,2029.5418000000002,TRUE,dk_attachment_and_voted,18.0984,18,0.008917480783100895
CSES IMD,DEU,DEU,2017,past_vote,1878.714802256459,2029.5418000000002,TRUE,not_attached_and_no_vote,114.7441,127,0.05653694838904032
CSES IMD,DEU,DEU,2017,past_vote,1878.714802256459,2029.5418000000002,TRUE,not_attached_but_voted,468.30710000000005,483,0.23074523520530596
CSES IMD,DEU,DEU,2021,past_vote,2893.8485660344554,3131.0018,TRUE,attached_and_no_vote,65.8836,69,0.021042338589521092
CSES IMD,DEU,DEU,2021,past_vote,2893.8485660344554,3131.0018,TRUE,attached_and_voted,2381.253,2337,0.760540284582398
CSES IMD,DEU,DEU,2021,past_vote,2893.8485660344554,3131.0018,TRUE,dk_attachment_and_voted,12.5803,13,0.00401797916564596
CSES IMD,DEU,DEU,2021,past_vote,2893.8485660344554,3131.0018,TRUE,not_attached_and_no_vote,64.05930000000001,69,0.020459681626500505
CSES IMD,DEU,DEU,2021,past_vote,2893.8485660344554,3131.0018,TRUE,not_attached_but_voted,607.2256,643,0.19393971603593457
CSES IMD,DNK,DNK,1998,past_vote,2001,2001,TRUE,attached_and_no_vote,52,52,0.025987006496751622
CSES IMD,DNK,DNK,1998,past_vote,2001,2001,TRUE,attached_and_voted,1553,1553,0.776111944027986
CSES IMD,DNK,DNK,1998,past_vote,2001,2001,TRUE,dk_attachment_and_no_vote,3,3,0.0014992503748125937
CSES IMD,DNK,DNK,1998,past_vote,2001,2001,TRUE,dk_attachment_and_voted,47,47,0.02348825587206397
CSES IMD,DNK,DNK,1998,past_vote,2001,2001,TRUE,not_attached_and_no_vote,35,35,0.017491254372813594
CSES IMD,DNK,DNK,1998,past_vote,2001,2001,TRUE,not_attached_but_voted,311,311,0.15542228885557222
CSES IMD,DNK,DNK,2001,past_vote,2026,2026,TRUE,attached_and_no_vote,76,76,0.03751233958538993
CSES IMD,DNK,DNK,2001,past_vote,2026,2026,TRUE,attached_and_voted,1621,1621,0.8000987166831195
CSES IMD,DNK,DNK,2001,past_vote,2026,2026,TRUE,dk_attachment_and_no_vote,11,11,0.005429417571569595
CSES IMD,DNK,DNK,2001,past_vote,2026,2026,TRUE,dk_attachment_and_voted,121,121,0.05972359328726555
CSES IMD,DNK,DNK,2001,past_vote,2026,2026,TRUE,not_attached_and_no_vote,23,23,0.011352418558736426
CSES IMD,DNK,DNK,2001,past_vote,2026,2026,TRUE,not_attached_but_voted,174,174,0.08588351431391905
CSES IMD,DNK,DNK,2007,past_vote,965.6838328921111,1435.8472,TRUE,attached_and_no_vote,18.674500000000002,23,0.013005910378207376
CSES IMD,DNK,DNK,2007,past_vote,965.6838328921111,1435.8472,TRUE,attached_and_voted,1189.8104,1177,0.8286469479482219
CSES IMD,DNK,DNK,2007,past_vote,965.6838328921111,1435.8472,TRUE,dk_attachment_and_no_vote,4.3028,6,0.0029966976987523468
CSES IMD,DNK,DNK,2007,past_vote,965.6838328921111,1435.8472,TRUE,dk_attachment_and_voted,109.4995,109,0.07626124841139086
CSES IMD,DNK,DNK,2007,past_vote,965.6838328921111,1435.8472,TRUE,not_asked,29.8473,23,0.02078723975643091
CSES IMD,DNK,DNK,2007,past_vote,965.6838328921111,1435.8472,TRUE,not_attached_and_no_vote,12.6328,12,0.008798150666728326
CSES IMD,DNK,DNK,2007,past_vote,965.6838328921111,1435.8472,TRUE,not_attached_but_voted,71.0799,84,0.049503805140268406
CSES IMD,DNK,DNK,2019,past_vote,1401,1401,TRUE,attached_and_no_vote,15,15,0.010706638115631691
CSES IMD,DNK,DNK,2019,past_vote,1401,1401,TRUE,attached_and_voted,976,976,0.6966452533904354
CSES IMD,DNK,DNK,2019,past_vote,1401,1401,TRUE,dk_attachment_and_no_vote,1,1,7.137758743754461e-4
CSES IMD,DNK,DNK,2019,past_vote,1401,1401,TRUE,dk_attachment_and_voted,100,100,0.07137758743754462
CSES IMD,DNK,DNK,2019,past_vote,1401,1401,TRUE,not_attached_and_no_vote,22,22,0.015703069236259814
CSES IMD,DNK,DNK,2019,past_vote,1401,1401,TRUE,not_attached_but_voted,287,287,0.20485367594575304
CSES IMD,ESP,ESP,1996,past_vote,1208,1208,TRUE,attached_and_no_vote,60,60,0.04966887417218543
CSES IMD,ESP,ESP,1996,past_vote,1208,1208,TRUE,attached_and_voted,735,735,0.6084437086092715
CSES IMD,ESP,ESP,1996,past_vote,1208,1208,TRUE,dk_attachment_and_no_vote,2,2,0.0016556291390728477
CSES IMD,ESP,ESP,1996,past_vote,1208,1208,TRUE,dk_attachment_and_voted,11,11,0.009105960264900662
CSES IMD,ESP,ESP,1996,past_vote,1208,1208,TRUE,not_attached_and_no_vote,60,60,0.04966887417218543
CSES IMD,ESP,ESP,1996,past_vote,1208,1208,TRUE,not_attached_but_voted,340,340,0.2814569536423841
CSES IMD,ESP,ESP,2000,past_vote,1058,1058,TRUE,attached_and_no_vote,62,62,0.05860113421550094
CSES IMD,ESP,ESP,2000,past_vote,1058,1058,TRUE,attached_and_voted,614,614,0.5803402646502835
CSES IMD,ESP,ESP,2000,past_vote,1058,1058,TRUE,dk_attachment_and_no_vote,1,1,9.45179584120983e-4
CSES IMD,ESP,ESP,2000,past_vote,1058,1058,TRUE,dk_attachment_and_voted,4,4,0.003780718336483932
CSES IMD,ESP,ESP,2000,past_vote,1058,1058,TRUE,not_attached_and_no_vote,142,142,0.1342155009451796
CSES IMD,ESP,ESP,2000,past_vote,1058,1058,TRUE,not_attached_but_voted,235,235,0.222117202268431
CSES IMD,ESP,ESP,2004,past_vote,1207,1207,TRUE,attached_and_no_vote,43,43,0.035625517812758904
CSES IMD,ESP,ESP,2004,past_vote,1207,1207,TRUE,attached_and_voted,780,780,0.6462303231151616
CSES IMD,ESP,ESP,2004,past_vote,1207,1207,TRUE,dk_attachment_and_no_vote,2,2,0.0016570008285004142
CSES IMD,ESP,ESP,2004,past_vote,1207,1207,TRUE,dk_attachment_and_voted,42,42,0.0347970173985087
CSES IMD,ESP,ESP,2004,past_vote,1207,1207,TRUE,not_attached_and_no_vote,85,85,0.07042253521126761
CSES IMD,ESP,ESP,2004,past_vote,1207,1207,TRUE,not_attached_but_voted,255,255,0.2112676056338028
CSES IMD,ESP,ESP,2008,past_vote,1188,1188,TRUE,attached_and_no_vote,98,98,0.08249158249158249
CSES IMD,ESP,ESP,2008,past_vote,1188,1188,TRUE,attached_and_voted,821,821,0.6910774410774411
CSES IMD,ESP,ESP,2008,past_vote,1188,1188,TRUE,dk_attachment_and_no_vote,2,2,0.0016835016835016834
CSES IMD,ESP,ESP,2008,past_vote,1188,1188,TRUE,dk_attachment_and_voted,10,10,0.008417508417508417
CSES IMD,ESP,ESP,2008,past_vote,1188,1188,TRUE,not_asked,1,1,8.417508417508417e-4
CSES IMD,ESP,ESP,2008,past_vote,1188,1188,TRUE,not_attached_and_no_vote,114,114,0.09595959595959595
CSES IMD,ESP,ESP,2008,past_vote,1188,1188,TRUE,not_attached_but_voted,142,142,0.11952861952861953
CSES IMD,EST,EST,2011,past_vote,994,994,TRUE,attached_and_no_vote,76,76,0.07645875251509054
CSES IMD,EST,EST,2011,past_vote,994,994,TRUE,attached_and_voted,528,528,0.5311871227364185
CSES IMD,EST,EST,2011,past_vote,994,994,TRUE,dk_attachment_and_no_vote,13,13,0.013078470824949699
CSES IMD,EST,EST,2011,past_vote,994,994,TRUE,dk_attachment_and_voted,40,40,0.04024144869215292
CSES IMD,EST,EST,2011,past_vote,994,994,TRUE,not_attached_and_no_vote,115,115,0.11569416498993963
CSES IMD,EST,EST,2011,past_vote,994,994,TRUE,not_attached_but_voted,222,222,0.22334004024144868
CSES IMD,FIN,FIN,2003,past_vote,1187,1187,TRUE,attached_and_no_vote,101,101,0.08508845829823083
CSES IMD,FIN,FIN,2003,past_vote,1187,1187,TRUE,attached_and_voted,723,723,0.6090985678180286
CSES IMD,FIN,FIN,2003,past_vote,1187,1187,TRUE,dk_attachment_and_no_vote,4,4,0.003369839932603201
CSES IMD,FIN,FIN,2003,past_vote,1187,1187,TRUE,dk_attachment_and_voted,17,17,0.014321819713563605
CSES IMD,FIN,FIN,2003,past_vote,1187,1187,TRUE,not_attached_and_no_vote,125,125,0.10530749789385004
CSES IMD,FIN,FIN,2003,past_vote,1187,1187,TRUE,not_attached_but_voted,217,217,0.18281381634372368
CSES IMD,FIN,FIN,2007,past_vote,1281,1281,TRUE,attached_and_no_vote,106,106,0.08274785323965651
CSES IMD,FIN,FIN,2007,past_vote,1281,1281,TRUE,attached_and_voted,860,860,0.6713505074160812
CSES IMD,FIN,FIN,2007,past_vote,1281,1281,TRUE,dk_attachment_and_no_vote,10,10,0.0078064012490242
CSES IMD,FIN,FIN,2007,past_vote,1281,1281,TRUE,dk_attachment_and_voted,31,31,0.02419984387197502
CSES IMD,FIN,FIN,2007,past_vote,1281,1281,TRUE,not_attached_and_no_vote,99,99,0.07728337236533958
CSES IMD,FIN,FIN,2007,past_vote,1281,1281,TRUE,not_attached_but_voted,175,175,0.1366120218579235
CSES IMD,FIN,FIN,2011,past_vote,1285,1285,TRUE,attached_and_no_vote,85,85,0.06614785992217899
CSES IMD,FIN,FIN,2011,past_vote,1285,1285,TRUE,attached_and_voted,916,916,0.7128404669260701
CSES IMD,FIN,FIN,2011,past_vote,1285,1285,TRUE,dk_attachment_and_no_vote,3,3,0.0023346303501945525
CSES IMD,FIN,FIN,2011,past_vote,1285,1285,TRUE,dk_attachment_and_voted,26,26,0.020233463035019456
CSES IMD,FIN,FIN,2011,past_vote,1285,1285,TRUE,not_attached_and_no_vote,72,72,0.05603112840466926
CSES IMD,FIN,FIN,2011,past_vote,1285,1285,TRUE,not_attached_but_voted,183,183,0.1424124513618677
CSES IMD,FIN,FIN,2015,past_vote,1583,1583,TRUE,attached_and_no_vote,117,117,0.0739102969046115
CSES IMD,FIN,FIN,2015,past_vote,1583,1583,TRUE,attached_and_voted,1025,1025,0.6475047378395452
CSES IMD,FIN,FIN,2015,past_vote,1583,1583,TRUE,dk_attachment_and_no_vote,1,1,6.317119393556538e-4
CSES IMD,FIN,FIN,2015,past_vote,1583,1583,TRUE,dk_attachment_and_voted,8,8,0.00505369551484523
CSES IMD,FIN,FIN,2015,past_vote,1583,1583,TRUE,not_attached_and_no_vote,169,169,0.10675931775110549
CSES IMD,FIN,FIN,2015,past_vote,1583,1583,TRUE,not_attached_but_voted,263,263,0.16614024005053696
CSES IMD,FIN,FIN,2019,past_vote,1466,1466,TRUE,attached_and_no_vote,66,66,0.045020463847203276
CSES IMD,FIN,FIN,2019,past_vote,1466,1466,TRUE,attached_and_voted,941,941,0.6418826739427013
CSES IMD,FIN,FIN,2019,past_vote,1466,1466,TRUE,dk_attachment_and_no_vote,29,29,0.019781718963165076
CSES IMD,FIN,FIN,2019,past_vote,1466,1466,TRUE,dk_attachment_and_voted,145,145,0.09890859481582538
CSES IMD,FIN,FIN,2019,past_vote,1466,1466,TRUE,not_attached_and_no_vote,86,86,0.058663028649386086
CSES IMD,FIN,FIN,2019,past_vote,1466,1466,TRUE,not_attached_but_voted,199,199,0.13574351978171897
CSES IMD,FRA,FRA,2007,past_vote,1540.4074715478916,2000.0048,TRUE,attached_and_no_vote,277.7322,289,0.13886576672215986
CSES IMD,FRA,FRA,2007,past_vote,1540.4074715478916,2000.0048,TRUE,attached_and_voted,1488.0209,1488,0.7440086643792055
CSES IMD,FRA,FRA,2007,past_vote,1540.4074715478916,2000.0048,TRUE,dk_attachment_and_no_vote,2.2851,3,0.001142547257886581
CSES IMD,FRA,FRA,2007,past_vote,1540.4074715478916,2000.0048,TRUE,dk_attachment_and_voted,7.2515,8,0.0036257412982208842
CSES IMD,FRA,FRA,2007,past_vote,1540.4074715478916,2000.0048,TRUE,not_attached_and_no_vote,55.4458,50,0.027722833465199683
CSES IMD,FRA,FRA,2007,past_vote,1540.4074715478916,2000.0048,TRUE,not_attached_but_voted,169.26930000000002,162,0.0846344468773275
CSES IMD,GBR,GBR,1997,past_vote,2125.69676328311,2895.3779,TRUE,attached_and_no_vote,301.267,292,0.10405101178675157
CSES IMD,GBR,GBR,1997,past_vote,2125.69676328311,2895.3779,TRUE,attached_and_voted,1968.2464,1956,0.679789121827586
CSES IMD,GBR,GBR,1997,past_vote,2125.69676328311,2895.3779,TRUE,not_asked,36.5561,34,0.01262567487304507
CSES IMD,GBR,GBR,1997,past_vote,2125.69676328311,2895.3779,TRUE,not_attached_and_no_vote,182.7544,185,0.063119359997878
CSES IMD,GBR,GBR,1997,past_vote,2125.69676328311,2895.3779,TRUE,not_attached_but_voted,406.554,427,0.1404148315147394
CSES IMD,GBR,GBR,2005,past_vote,713.0430094949442,860.0024,TRUE,attached_and_no_vote,119.889,110,0.13940542491509325
CSES IMD,GBR,GBR,2005,past_vote,713.0430094949442,860.0024,TRUE,attached_and_voted,462.6558,479,0.5379703591524861
