source,country_unit,country_iso3,year,share_attached,share_not_attached,share_dk_refused,share_not_asked,n_raw,n_eff,w_total,reliable,lower,upper
Mannheim EB,GBR-NI,GBR,1991,0.2627665108204855,0.7008584364698531,0.036375052709661335,0,602,585.4460660439843,64.9786,TRUE,0.22874248143818865,0.29988361757244864
Mannheim EB,GBR-NI,GBR,1992,0.3131458787644681,0.6362780146908324,0.05057610654469962,0,607,573.9106281270543,64.9793,TRUE,0.2765505788855779,0.3522260458829549
Mannheim EB,GBR-NI,GBR,1993,0.23572004579927114,0.7236284841918644,0.04065147000886437,0,606,595.1682525903698,64.9792,TRUE,0.20338173739175047,0.27144814109482746
Mannheim EB,GBR-NI,GBR,1994,0.2981217405935698,0.6567372437489677,0.04514101565746261,0,917,910.5275864068326,97.4679,TRUE,0.26930789225365953,0.32863191801557284
Mannheim EB,GRC,GRC,1981,0.5906940983829999,0.33590432549180727,0.07340157612519281,0,2000,1825.004469392011,2000.0061,TRUE,0.5679669934088555,0.6130401866557617
Mannheim EB,GRC,GRC,1982,0.6045645552866259,0.32527771589944005,0.07015772881393409,0,1999,1885.7040714163013,1998.9943,TRUE,0.5823046014958865,0.6263993325900586
Mannheim EB,GRC,GRC,1983,0.6405785421735627,0.333547050064115,0.025874407762322332,0,2000,1879.20296619718,1999.9994,TRUE,0.6186171031032236,0.6619663925595888
Mannheim EB,GRC,GRC,1984,0.6528982223185779,0.31972980578384463,0.02737197189757752,0,2000,1824.003413081523,1999.9984,TRUE,0.6307503482893514,0.6744034009259766
Mannheim EB,GRC,GRC,1985,0.691042660514243,0.27133299463202937,0.03762434485372769,0,2000,1995.0934584442814,1999.9923,TRUE,0.6704159626616739,0.7109350578886338
Mannheim EB,GRC,GRC,1986,0.6765452753174201,0.28742477155527907,0.03602995312730079,0,2000,1995.094282743882,1999.9915,TRUE,0.6556957225460087,0.6967162507162263
Mannheim EB,GRC,GRC,1987,0.6868064189272804,0.28883352754249203,0.024360053530227504,0,2000,1994.4352103566762,1999.9915,TRUE,0.6661087617408141,0.7067858217305385
Mannheim EB,GRC,GRC,1988,0.627420047985084,0.34298340022095036,0.02959655179396564,0,2000,1995.0677005512262,1999.9965,TRUE,0.6059780172855515,0.6483723147356425
Mannheim EB,GRC,GRC,1989,0.713554475895767,0.24637419819160725,0.040071325912625765,0,4015,3201.093267920101,4000.0049,TRUE,0.6976440013113955,0.7289529956926558
Mannheim EB,GRC,GRC,1990,0.7292780008356985,0.22944487552698029,0.04127712363732127,0,2011,1851.8525977833708,2000.0037,TRUE,0.7085810423539313,0.7490256710467339
Mannheim EB,GRC,GRC,1991,0.635952481571489,0.308258384955031,0.055789133473480086,0,2001,1902.7083691723585,1999.9988,TRUE,0.6140783193753377,0.6572787692700924
Mannheim EB,GRC,GRC,1992,0.5976761441903605,0.3572349430873577,0.0450889127222818,0,2006,1924.4483092420999,1999.9950000000001,TRUE,0.5755934577574385,0.6193696436304726
Mannheim EB,GRC,GRC,1993,0.6531922011710314,0.31355936059326467,0.03324843823570397,0,2005,1928.968319641253,1999.9977,TRUE,0.6316664624030172,0.6741089787017939
Mannheim EB,GRC,GRC,1994,0.6982257783063719,0.2884462172642822,0.013328004429345883,0,3014,2886.6917443416887,2999.9915,TRUE,0.6812260134193145,0.7146986479396987
Mannheim EB,IRL,IRL,1975,0.3406135253251222,0.6243504132145454,0.0350360614603324,0,1000,946.524413580177,1000.0011000000001,TRUE,0.31112005109134233,0.37139555380508016
Mannheim EB,IRL,IRL,1976,0.5780451117527055,0.38263434461617,0.03932054363112448,0,1987,1882.307457592606,1986.9944,TRUE,0.555597030587039,0.6001752773219324
Mannheim EB,IRL,IRL,1977,0.5621473683034516,0.42150686016468064,0.0163457715318677,0,2005,1839.9163305991751,2004.9956,TRUE,0.5393714215029488,0.5846643382327368
